id,PaginaWeb,Ciudad,Fecha Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,direccion,ubicacion_url,titulo,descripcion,anunciante,codigo_anunciante,codigo_inmuebles24,tiempo_publicacion,area_total,area_cubierta,banos_icon,estacionamientos_icon,recamaras_icon,medio_banos_icon,antiguedad_icon,Características generales,Servicios,Amenidades,Exteriores,,
245,Inm24,,01/04/2025,Departamento,125m²,2,2,venta,"ventaMN 8,500,000","Mantenimiento MN 1,000","Mar Mediterráneo 1162,  Country Club, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.699755400000000,-103.373600300000000&zoom=16&markers=20.699755400000000,-103.373600300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ByP3Z55xBW6WnIyyNATkjtxMeZI=&channel=rpfic-i24",Departamento Country Club Venta,"SE VENDE DEPARTAMENTO EN EL COUNTRY CLUB COMPLETAMENTE NUEVO. Ubicado en el corazón de una de las colonias mas prestigiadas e icónicas de la zona metropolitana de Guadalajara, este departamento se localiza en la calle Mar Mediterraneo 1162, en el desarrollo habitacional denominado Imperia. La unidad habitacional se encuentra situada en el nivel 11 del condominio lo cual otorga una vista panorámica inigualable; al interior del departamento podemos encontrar en sus 125 metros cuadrados, una área de recibidor, sala y comedor muy amplios, que se integran mediante puertas corredizas de vidrio templado a un balcon panoramico, lo cual hace muy agradable toda el área social del departamento dándole mucha iluminación y ventilación cruzada; así mismo se localiza una cocina integral con barra e isla completamente equipada, cuarto de lavado, recamara secundaria con closet, baño completo que da servicio a ella y a las áreas sociales, recamada principal con baño completo, closet y vestidor. Este departamento fue modificado en su conformación arquitectónica y se eliminaron las separaciones de áreas para lograr espacios abiertos, logrando con ello una sensación de amplitud y confort. El desarrollo Imperia cuenta únicamente con 31 departamentos, lobby, seguridad e ingreso controlado 24/7, estacionamiento techado con seguridad, salon de juegos, terrazas con jacuzzis, dos elevadores. Cuenta con dos cajones de estacionamiento en sotano Valor de inversión $8,500,000.00 pesos",Tuchmann Inmobiliaria,5SM4P7,144778357,Publicado hace 199 días,125 m² tot.,125 m² cub.,2 baños,2 estac.,2 rec.,,A estrenar,Elevador : 2; Caseta de guardia; Terraza; Cuartos de servicio; Jacuzzi; Escuelas Cercanas; Blancos; Mascotas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente; Piso en el que se encuentra : 11; Número de departamentos : 31; Closet; Frente a Parque,Area de lavandería; Internet/Wifi; Línea blanca; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Espacio de co-working,Bodega(s) : 1; Area de eventos; Closets : 1; Salón de usos múltiples; Sótano,Balcón(es) : 1; Estacionamientos,,
246,Inm24,,01/04/2025,Departamento,165m²,2,2,venta,"ventaMN 9,904,230",,"Juan Ruiz de Alarcón #,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.670866000000000,-103.376125400000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=a7GAdWgr5qfbsMIKYXGlKrmPRlo=&channel=rpfic-i24",Departamento en Venta Oliva Colonia Americana,"Departamento en Venta Colonia Americana, Oliva Residence es un exclusivo desarrollo residencial que combina diseño contemporáneo, lujo y torre ofrece privacidad y un estilo de vida sofisticado en una de las zonas más icónicas de Guadalajara. SUPERFICIE: 160 m2 CARACTERÍSTICAS PRINCIPALES: Recámaras: 3 Baños: 3.5 Cajones de estacionamiento: 2 DISTRIBUCIÓN: Sala y comedor con diseño abierto Cocina integral con acabados de lujo Recámara principal con baño completo doble lavabo y walking clóset Recámaras secundarias con baño completo y walking clóset Medio baño para visitas Área de lavado. PLUS: Elevador privado con su propia planta de luz para mayor comodidad y seguridad. Sistema de seguridad 24/7 Acabados premium Departamento por piso Doble altura Gimnasio Terraza para Eventos Ludoteca. UBICACIÓN Y ZONAS ALEDAÑAS: Oliva Residence está situado en la Colonia Americana, en Guadalajara, Jalisco, una zona reconocida por su estilo de vida dinámico, gastronómico y cultural. A pocos minutos de Chapultepec, Andares y Providencia, ofrece acceso a una amplia gama de servicios, como restaurantes, bares, galerías de arte, universidades y hospitales. PROPIEDAD LISTA PARA ESCRITURAR.",Michel,5SRHSG,144925156,Publicado hace 181 días,165 m² tot.,165 m² cub.,2 baños,2 estac.,2 rec.,1 medio baño,6 años,Amueblado; Caseta de guardia; Cocina integral,Línea blanca; Aire acondicionado; Seguridad privada,Closets : 2; Salón de usos múltiples; Cuarto de TV,,,
247,Inm24,,01/04/2025,Departamento,70m²,2,1,venta,"ventaMN 2,480,000",Mantenimiento MN 800,"GABRIELA MISTRAL 621,  Alcalde Barranquitas, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.689633920199998,-103.343743085900001&zoom=16&markers=20.689633920199998,-103.343743085900001&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=xb4vAIVbaqB_2FmxzDE5YUj5yjc=&channel=rpfic-i24","Departamento en Venta Col. Alcalde, Guadalajara","Departamento nuevo de 2 habitaciones en venta en torre Mistral Seis21 ubicado en la colonia Alcalde de Guadalajara, rodeado de puntos de interés como el nuevo planetario y acuario Michin, universidades como el CUCSH y el CUCS, el nuevo paseo Alcalde y el hospital civil viejo. Consta de sala-comedor, amplia cocina integral con barra desayunadora y área de servicio, master room con baño completo y vestidor, dos habitaciones secundarias con closet y un baño completo compartido, un cajón de estacionamiento. Torre con elevador, estacionamiento subterráneo y acceso controlado. WIG: ptsAIuM",CAPITAL AMG BIENES RAICES BY GUERRA,2HF7C6,62781666,Publicado hace más de 1 año,82 m² tot.,70 m² cub.,2 baños,1 estac.,2 rec.,,,Elevador : Si; Escuelas Cercanas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente,Servicios básicos (agua/luz),Bodega(s) : 1,,,
248,Inm24,,01/04/2025,Departamento,82m²,2,1,venta,"ventaMN 4,750,000","Mantenimiento MN 2,500","Avenida Homero 97,  Fraccionamiento Vallarta San Jorge, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.677158410800000,-103.397210690400001&zoom=16&markers=20.677158410800000,-103.397210690400001&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6OqfnY7nNhbPhWoURCUop-3-MMo=&channel=rpfic-i24",Estrena Departamento en Vallarta San Jorge!,"Departamento en Venta. Excelente inversión en Vallarta San Jorge! Oportunidad para Inversionistas: Esta propiedad se encuentra en una de las zonas más codiciadas de Guadalajara, con alta demanda de Renta tanto a Corto como Largo Plazo. Su ubicación estratégica lo hace ideal para ejecutivos, médicos, estudiantes o Airbnb. - A minutos de La Minerva, Av. México y López Mateos -  Alta plusvalía y crecimiento sostenido -  Retorno de inversión atractivo -  Zona segura y con excelente conectividad - Cerca de hospitales, centros financieros, restaurantes y plazas Inmueble con gran potencial para generar ingresos desde el primer día. ¡Contáctanos para conocer más detalles o agendar tu visita! WIG: p57odny",HOUSE INC,5TTSK9,145798809,Publicado hace 60 días,82 m² tot.,82 m² cub.,2 baños,1 estac.,2 rec.,,A estrenar,Elevador : Si; Cocina integral; Estado de conservación : Excelente,Gimnasio,,Asador,,
249,Inm24,,01/04/2025,Departamento,74m²,2,1,venta,"ventaMN 2,250,000",Mantenimiento MN 200,"Avenida Mariano Otero 2384 301,  Jardines del Bosque, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.663075700000000,-103.378168299999998&zoom=16&markers=20.663075700000000,-103.378168299999998&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=8O_FQOSxahJMWoG_40spgOHZvdw=&channel=rpfic-i24",Departamento en Venta en Jardines del Bosque,"¡Hola! Te presento un departamento que realmente destaca por su funcionalidad , diseño y excelente ubicación! A 3 min. De Chapultepec y Colonia Americana,  10 min. De Expo Guadalajara, 15 min. Del centro de Guadalajara. Con 74 m² de construcción, este espacio es ideal para quienes buscan comodidad y estilo en un solo lugar. Aquí te dejo algunos detalles que lo hacen especial: - Amplia sala comedor - Cocina integral - 2 recámaras: Perfectas para descansar y tener un espacio personal. - 1 baño -  1 estacionamiento: Olvídate de buscar lugar, aquí tienes tu espacio asegurado. - Estudio con clóset: Donde puedes tener tu área de trabajo iluminado. - Patio de lavado Se encuentra en 3er. Piso. Aunque no cuenta con amenidades, la simplicidad y el diseño de este departamento lo convierten en una opción atractiva. ¡Es un lugar donde puedes crear tu hogar! Ó rentarlo como Air b&b! Por su ubicación estratégica! INCREIBLE PRECIO!! $2,250,000.00 WIG: p8LBIgS",Edith Villegas,5T9EBI,145245948,Publicado hace 138 días,74 m² tot.,74 m² cub.,1 baño,1 estac.,2 rec.,,35 años,Cocina integral; Estado de conservación : Bueno,,Estudio,,,
250,Inm24,,01/04/2025,Departamento,67m²,2,2,venta,"ventaMN 3,100,000",,"Federalismo,  Guadalajara Centro, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.696861000000000,-103.354971699999960&zoom=16&markers=20.696861000000000,-103.354971699999960&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=vanMgrAk3-HkJD3DHWykKKyCnUc=&channel=rpfic-i24",Departamento Nuevo en Federalismo Zona Centro,"DEPA NUEVO EN VENTA. – Entrega inmediata! Ubicado sobre Federalismo, a 2 cuadras de Parque Revolución. Entre Independencia e Hidalgo. 2 habitaciones con clóset. 1 baño completo 67 metros Balcón Area de lavado 1 o 2 estacionamientos. Torre con Gimnasio, Terrazas, Lavandería, Ludoteca, Sala de Eventos, Lobby. Aceptamos créditos! Agenda tu cita!! (Precios y Disponibilidad sujetos a cambio sin previo aviso.) _",INVIERTE Y VIVE MX,5ST71F,144969345,Publicado hace 175 días,67 m² tot.,67 m² cub.,1 baño,2 estac.,2 rec.,,A estrenar,Elevador : 1; Caseta de guardia; Terraza; Escuelas Cercanas; Cocina integral; Closet,Area de lavandería; Gimnasio; Seguridad privada; Área de Juegos Infantiles,Area de eventos; Closets : 1; Salón de usos múltiples,Balcón(es) : 1,,
251,Inm24,,01/04/2025,Departamento,76m²,2,1,venta,"ventaMN 3,340,233",,"Rio Ocotlán 1471  , Atlas , 44870 Guadalajara, Jalisco, México,  Atlas, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.643456200000002,-103.328470499999994&zoom=16&markers=20.643456200000002,-103.328470499999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6wmts40XfJK4L0bMJJedXfMpvt0=&channel=rpfic-i24",Preventa de Departamentos a 5 Minutos de Forum Tlaquepaque,"Ref: 2 1 0 2 4 7 PREVENTA Entrega- 24 meses Un exclusivo desarrollo diseñado para enriquecer tu estilo de vida. Además, con solo 18 departamentos distribuidos en tres niveles, cada espacio está pensado para brindar privacidad, comodidad y una experiencia de vida moderna. Un proyecto único que combina diseño innovador, áreas verdes y facilidades de primer nivel, todo en una ubicación privilegiada. Departamentos de 67m2 hasta 83m2 Disponibilidad de 1 y 2 recámaras. Walk in closet en recámara principal. Sala y comedor amplios. Cuarto de lavado. Amenidades exclusivas en una ubicación privilegiada Ubicación privilegiada. A 5 min. del prestigioso centro comercial Forum Tlaquepaque. Excelentes vías de acceso. Su ubicación céntrica te permitirá desplazarte fácilmente a las vialidades más importantes de la ciudad. Con una gran variedad de comercios, restaurantes, bancos y gimnasios alrededor, Aquí tendrás todo a tu alcance. En cuanto a la conectividad, se encuentra a menos de dos kilómetro de acceso a corredores como: Calz. J. González Gallo, Av. Dr R. Michel, Río Nilo, Calz. Olímpica y Av. Niños Héroes, brindando una movilidad y conexión sin igual. ¡No dejes pasar la oportunidad de adquirir esta propiedad en una de las zonas más prometedoras de Guadalajara!",iad Mexico,NX-210247,143755651,Publicado hace 323 días,76 m² tot.,76 m² cub.,2 baños,1 estac.,2 rec.,,A estrenar,,,,,,
252,Inm24,,01/04/2025,Departamento,73m²,2,1,venta,"ventaMN 5,091,702",,"Torre Alyve Avila Camacho,  Fraccionamiento Jardines del Country, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.706028600000000,-103.364737500000000&zoom=16&markers=20.706028600000000,-103.364737500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=sFbLEdz8D1qQnpRxh62Otat1cN0=&channel=rpfic-i24",Departamentos en Preventa Zona Country,"Alyve Country Torre de 15 niveles con 72 depas en 6 modelos diferentes. Amenidades: Private terrace, Grill zone, Jacuzzi, Fitness Center, Coworking y Sport cave. A 5 minutos de Midtown, Punto São Paulo y Country Club. DESCUENTOS de hasta el 18% (dependiendo forma de pago). Modelo Roomate B 78 a 80 mts2 2 recámaras 2 baños completos 1 cajón de estacionamiento Área de lavado Balcón Bodegas de 3 a 5 m2 en venta. Entrega: AGOSTO 2025",IGP INMOBILIARIA,5SBS8D,144502453,Publicado hace 234 días,5 m² tot.,73 m² cub.,2 baños,1 estac.,2 rec.,,A estrenar,Elevador : 1; Jacuzzi; Escuelas Cercanas; Cocina integral; Acceso discapacitados,Gimnasio; Seguridad privada,Bodega(s) : 1; Estudio; Closets : 1,Asador,,
253,Inm24,,01/04/2025,Departamento,111m²,2,2,venta,"ventaMN 6,290,000","Mantenimiento MN 1,000","Hipódromo 2077,  Fraccionamiento Colomos Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.710216102192987,-103.381867076057460&zoom=16&markers=20.710216102192987,-103.381867076057460&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=9Y0iIFwO5SKXxCgnmNcnesWo5bw=&channel=rpfic-i24",Departamento en Venta en Colomos Providencia,"Departamento ubicado en el piso 7, con amplia distribución y muy buenas vistas a la ciudad y al bosque de los colomos 2 recamaras, cada una con baño y vestidor, sala – comedor con balcón, cocina integral con barra de granito, medio baño para visitas, área de lavado y estacionamiento para dos autos (en el sótano) El edificio cuenta con amenidades como: Lobby con su vigilante las 24hrs, Salón de usos múltiples, Gimnasio y Terraza con Alberca",GIBRA Grupo Inmobiliario,5TFPRP,145418335,Publicado hace 106 días,111 m² tot.,111 m² cub.,2 baños,2 estac.,2 rec.,1 medio baño,5 años,Elevador : 2; Caseta de guardia; Alberca; Escuelas Cercanas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente; Piso en el que se encuentra : 7,Area de lavandería; Gimnasio; Seguridad privada,,Balcón(es) : 1,,
254,Inm24,,01/04/2025,Departamento,99m²,2,1,venta,"ventaMN 5,500,000",,"Calle Garibaldi 2582, Ladrón de Guevara, Ladron De Guevara, Guadalajara, Jal.,  Ladrón de Guevara, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.681717700000000,-103.382179800000000&zoom=16&markers=20.681717700000000,-103.382179800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=KH-aD2jMIW0UZz44H8TqKmSKzcc=&channel=rpfic-i24",Departamento en Venta en Ladrón de Guevara - Garibaldi 1502,"Garibaldi - 1502 Departamento con 2 recámaras, dos baños y un cajón de estacionamiento. Garibaldi Residences consta de una torre de 25 pisos con 5 modelos diferentes de 2 recamaras con acabados de lujo y amenidades exclusivas.",Interamerican Bienes Raíces,DPTOG1502,145681107,Publicado hace 73 días,92 m² tot.,99 m² cub.,2 baños,1 estac.,2 rec.,,3 años,Elevador : 3; Alberca; Terraza,Gimnasio; Espacio de co-working,Salón de usos múltiples,Balcón(es) : 1,,
255,Inm24,,01/04/2025,Departamento,155m²,3,2,venta,"ventaMN 8,990,000",,"san francisco,  Jardines de los Arcos, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.670806700000000,-103.393961100000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=tY2SkRvmDcacyw46HYywhCykXgQ=&channel=rpfic-i24",Penthause en Venta Jardines de Los Arcos,"Descripción Hermoso PENTHAUSE a estrenar en zona chapalita en dos niveles con techos de doble altura panorámicos con balcón panorámico en sala/comedor y para disfrutar tus mejores momentos... Cuenta: Con sala/comedor muy amplios Medio baño de visitas cocina integral con isla con cubiertas de granito, área de lavado 1 Recamara en el primer nivel con su baño y vestidor En Segundo nivel area de TV, 2 recamaras con su baño cada una 2 cajones de estacionamiento 155 m2 superficie",PISO 8 REAL ESTATE,6017MB,145833971,Publicado hace 57 días,155 m² tot.,155 m² cub.,3 baños,2 estac.,3 rec.,1 medio baño,A estrenar,Elevador : 1; Terraza; Estado de conservación : Excelente; Piso en el que se encuentra : 12,,Bodega(s) : 1; Estudio; Cuarto de TV,Balcón(es) : 1,,
256,Inm24,,01/04/2025,Departamento,287m²,3,2,venta,"ventaMN 8,500,000",,"Punto sur residencial Av. Adolfo lopez mateos sur , tlajomulco de zuniga ,  Lázaro Cárdenas Sur, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.567041800000000,-103.451651000000000&zoom=16&markers=20.567041800000000,-103.451651000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=l3HBtRfu7V7ebmFJBblNbwdtdOA=&channel=rpfic-i24",Casa en Punto Sur Residencial en Venta,"Hermosa casa en coto justo a lado de la Plaza Punto Sur, uno de los cotos mas exclusivos. Coto Punto Sur Residencial -140 m2 de terreno -287 m2 de construcción -3 habitaciones -Cocina integral -1 estudio -3.5 baños -Sótano con espacio para salon de juegos -En coto",Hanto Real Estate Solutions,3MC0JO,91044594,Publicado hace más de 1 año,140 m² tot.,287 m² cub.,3 baños,2 estac.,3 rec.,1 medio baño,2 años,,Seguridad privada,,,,
257,Inm24,,01/04/2025,Departamento,37m²,1,1,venta,"ventaMN 3,255,260",,"Avenida Unión 177,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.672913500000000,-103.373392999999960&zoom=16&markers=20.672913500000000,-103.373392999999960&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=lTTC6wY0VVLH80XZtQmEvKMwi50=&channel=rpfic-i24",Suite - Loft en Preventa en Col. Americana,"Suite - loft en preventa sobre Avenida Unión a 4 cuadras de Chapultepec, excelente inversión en administración condo-hotelera por Lumina, parte de Grupo Presidente Hoteles. ¡Aquí tu plusvalía y alto rendimiento están garantizados! Será un éxito en rentas de estancia corta, media y larga. Ubicación privilegiada y céntrica, rodeado de restaurantes, cafés, bares, bancos, oficinas, co-works, atractivos turísticos y hospitales. Seguridad 24/7 y las mejores amenidades. Arquitectura, arte e interiorismo “instagrameable”. Administración condo-hotel por empresa experta. ¡Olvídate de dolores de cabeza como propietario y únicamente dedícate a recibir tus ingresos por rentas! ¡Gana se rente o no tu departamento, gracias al modelo ""pool de rentas""! Y no te preocupes, tu departamento quedará escriturado! Loft de 37 m2 con recámara y clóset, baño, cocina equipada, área de estar y home-office más balcón. Muy buenos acabados y aire acondicionado instalado. ¡Te lo entregamos amueblado y equipado, listo para rentarse y ocuparse! Se aceptan créditos hipotecarios. ¡Agenda ya tu asesoría personalizada en nuestro showroom y no dejes pasar esta oportunidad única en Guadalajara!",BRICKORA REAL ESTATE,HOMADA-502,145450927,Publicado hace 101 días,37 m² tot.,37 m² cub.,1 baño,1 estac.,1 rec.,,A estrenar,Amueblado; Elevador : 2; Caseta de guardia; Jacuzzi; Escuelas Cercanas; Mascotas; Cocina integral; Piso en el que se encuentra : 5; Closet,Area de lavandería; Internet/Wifi; Línea blanca; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Espacio de co-working,Closets : 1,Asador; Balcón(es) : 1,,
258,Inm24,,01/04/2025,Departamento,64m²,1,1,venta,"ventaMN 4,500,000","Mantenimiento MN 2,880","Av. Miguel Hidalgo y Costilla #1618 - 11, Lafayette, Guadalajara,  Lafayette, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.677039600000000,-103.371929500000000&zoom=16&markers=20.677039600000000,-103.371929500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=GBTtdmjAT0u0_iWkbRRW2lGSRkY=&channel=rpfic-i24","Departamento en Venta, Scala Towers en La Americana","Departamento en Venta en SCALA TOWERS – Colonia Americana Descubre el estilo de vida que mereces en SCALA TOWERS, un exclusivo complejo de tres torres ubicado en el corazón de la vibrante Colonia Americana, rodeado de cultura, gastronomía y entretenimiento. Amenidades de primer nivel: -Sky terrace con impresionantes vistas -Alberca para relajarte y disfrutar -Gimnasio totalmente equipado -Área de coworking para trabajar cómodamente -Concierge y seguridad 24/7 Características del departamento: -Cerradura inteligente con cámara para máxima seguridad -Cocina integral equipada con modernos acabados -Área de sala y comedor con excelente iluminación -Balcón para disfrutar de la vista -1 recámara con clóset amplio -2 baños completos -Cuarto de lavado independiente Características de la Torres: -11 Pisos -65 Deparatmentos -2 Elvadores ¡Listo para escriturar! No pierdas la oportunidad de vivir o invertir en una de las zonas más cotizadas de Guadalajara. Contáctanos para agendar una visita.",Vivalta Grupo Inmobiliario,EB-SR8986,146068650,Publicado hace 29 días,64 m² tot.,64 m² cub.,2 baños,1 estac.,1 rec.,,A estrenar,Elevador : 1; Caseta de guardia; Alberca; Terraza; Escuelas Cercanas; Blancos; Mascotas; Cocina integral; Estado de conservación : Excelente; Piso en el que se encuentra : 11; Fecha disponible : 2025; Número de departamentos : 68; Closet,Gimnasio; Internet/Wifi; Línea blanca; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Área de Juegos Infantiles,Bodega(s) : 1; Patio; Area de eventos; Closets : 1; Cuarto de juegos; Salón de usos múltiples; Oficina,Balcón(es) : 1; Estacionamientos; Jardín Privado,,
259,Inm24,,01/04/2025,Departamento,53m²,2,2,venta,"ventaMN 5,230,788",,"Av. La paz 2044,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.672594400000000,-103.369514000000000&zoom=16&markers=20.672594400000000,-103.369514000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gzkCF962eSQXvuyDyNpsBEJ9DYg=&channel=rpfic-i24","Departamento en Venta en Chapultepec, Col. Americana, Gdl, Jal","Departamentos en venta, ubicados en la Colonia Americana. Considerada como una de las mejores colonias para vivir e invertir a nivel mundial. Conoce LEF apartamentos, con su diseño monolítico con discretos balcones, su fachada que podrías admirar en las zonas más nuevas de Chicago y Nueva York y el uso de materiales y acentos industriales son simplemente únicos en la ciudad; es decir modernidad e identidad total, el tipo de cosas que quieres para ti. En LEF antes que ofrecerte el clásico listado de áreas que se quedan en el olvido, creamos áreas que se convierten en posibilidades para que vivas todo el proyecto. -Sala de juntas -Gimnasio -Baños -Sala de lectura -Terraza techada -Huerto urbano Cada departamento cuenta con un increíble y diferente diseño, ideales para vivir o invertir. Ideales para el uso de Airbnb, ya que se encuentra en una zona de alto movimiento, turismo y comercio como lo es Chapultepec. No dejes pasar esta gran oportunidad. ¡Ven a conocer LEF! Tipo 8 (AS) **La disponibilidad y precios quedan sujeto a cambios sin previo aviso** *PREGUNTA POR LAS FORMAS DE PAGO** **Contamos con políticas de no discriminación** *Para cualquier aclaración y/o quejas, por favor mandar mensaje al siguiente correo:@gmail.com * *Av., Santa Margarita #4099 Int. A-15 Plaza D-Lucca, Col. Santa Margarita, Zapopan, Jalisco. CP: Ver datos * *Tel: Ver datos 00 Horario de atención: Lunes a Viernes de 9:00 am a 6:00 pm, Sábados de 9:00 am a 1:00 pm.* Aviso de privacidad: **PIZARRO RESTREPO Y ASOCIADOS INMOBILIARIA S.A DE C.V de nombre comercial PRYA Grupo Inmobiliario, es responsable del uso y protección de sus datos personales, en este sentido y atendiendo las obligaciones legales establecidas en la Ley Federal de Protección de Datos Personales en Posesión de los Particulares, a través de este instrumento se informa a los titulares de los datos, la información que de ellos se recaba y los fines que se le darán a dicha información...** Consulta nuestro aviso de privacidad en nuestra página:",PRYA grupo inmobiliario,EB-JY0509,63636445,Publicado hace más de 1 año,53 m² tot.,53 m² cub.,1 baño,2 estac.,2 rec.,,A estrenar,Elevador : 1; Cocina integral; Piso en el que se encuentra : 2,Gimnasio; Seguridad privada,Bodega(s) : 1; Salón de usos múltiples,,,
260,Inm24,,01/04/2025,Departamento,54m²,1,1,venta,"ventaMN 3,300,000","Mantenimiento MN 2,900","Av Plan de San Luis 2058,  Fraccionamiento Lomas Del Country, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.697502000000000,-103.368884500000000&zoom=16&markers=20.697502000000000,-103.368884500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=JY_7sJeUhUy7Tsmax6UBexqLtHU=&channel=rpfic-i24","Departamento en Venta, Country Club","Departamento en venta en YU Country, Zona Financiera!! DEPARTAMENTO EN VENTA TIPO LOFT, con una vista padrísima, en el corazón de la zona financiera, todo los servicio y centros comerciales, oficinas corporativos, muy a la mano. Más $ 2,900 mensuales de cuota de mantenimiento **AMUEBLADO** $ 3,300,000 **SIN MUEBLES** $ 3,200,000 Una recamara Un baño completo Closet vestidor Sala Comedor Cocina integral Área de lavado. Un Cajón de estacionamiento. La opción amueblado incluye: Cama y colchón King size y 2 burós Sofa cama queen size Comedor 4 sillas Pantalla de 65"" en la sala Pantalla de 45"" en la recamara Lavasecadora Plancha de vapor Estufa Refrigerador Horno de microondas Licuadora Cafetera Utensilios de cocina Aire acondicionado Cortinas Black out",Asesores Inmobiliarios,5TP331,145667791,Publicado hace 77 días,51 m² tot.,54 m² cub.,1 baño,1 estac.,1 rec.,,1 años,Elevador : 1; Caseta de guardia; Terraza; Escuelas Cercanas; Mascotas; Estado de conservación : Excelente; Piso en el que se encuentra : 6; Closet,Area de lavandería; Gimnasio; Internet/Wifi; Línea blanca; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Área de Juegos Infantiles; Espacio de co-working,Patio; Area de eventos; Salón de usos múltiples; Sótano,Balcón(es) : 1; Jardín Privado,,
261,Inm24,,01/04/2025,Departamento,61m²,1,1,venta,"ventaMN 3,770,050",,"Av. La Paz 2530,  Arcos Vallarta, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.672437300000000,-103.380795700000000&zoom=16&markers=20.672437300000000,-103.380795700000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=UA1Km2LsF0PnI77Lfp10BMjFKek=&channel=rpfic-i24",Departamento en Venta La Paz,"Departamento en la mejor zona de Guadalajara, dentro del exclusivo desarrollo La Paz Living. Disfruta de una inversión segura y rentable con alta plusvalía. Su ubicación privilegiada te permite acceder fácilmente a los principales puntos de la ciudad. Conoce el modelo Alive, un departamento con una superficie de 60.96 m², este espacio moderno y funcional cuenta con: *Area de sala-comedor *Medio baño *Cocina integral *Area de servicio *Recamara principal con Walking closet y baño completo *1 Cajon de estacionamiento Amenidades: Lobby Coworking Gym Terraza Alberca Seguridad 24/7 Contactanos para mayor información",INMOBILIARIA DSC,EB-SS5822,146083241,Publicado hace 26 días,,61 m² cub.,1 baño,1 estac.,1 rec.,1 medio baño,A estrenar,Elevador; Alberca; Mascotas; Cocina integral; Acceso discapacitados,Gimnasio; Seguridad privada,Area de eventos,,,
