id,PaginaWeb,Ciudad,Fecha Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,direccion,ubicacion_url,titulo,descripcion,anunciante,codigo_anunciante,codigo_inmuebles24,tiempo_publicacion,area_total,area_cubierta,banos_icon,estacionamientos_icon,recamaras_icon,medio_banos_icon,antiguedad_icon,Características generales,Servicios,Amenidades,Exteriores,Unnamed: 30,latitude,longitude
151,Inm24,Zapopan,01/04/2025,Departamento,210m²,3,3,venta,"ventaMN 14,200,000","Mantenimiento MN 7,755","Paseo Valle Real 4000,  Valle Real, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.720665949303510,-103.439448527165500&zoom=16&markers=20.720665949303510,-103.439448527165500&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6JLp9VTLxgL1_cqnMniXne7nhb8=&channel=rpfic-i24","Departamento Amueblado en Venta en Torre Alada, Valle Real.","Descubre el lujo y confort en este espectacular departamento de 210 m², completamente remodelado y amueblado. Ubicado en piso 5, con 3 recámaras y 4 baños y medio, ofrece un espacio ideal para vivir con estilo. Disfruta de la comodidad de 3 estacionamientos y una amplia gama de amenidades que harán tu vida más placentera. Características destacadas: - Espacios amplios y elegantes: Cocina integral moderna y sala de TV. - Amenidades de primer nivel: Alberca, gimnasio, salón de fiestas y usos múltiples. - Seguridad y comodidad: Vigilancia 24 horas, acceso para discapacitados. - Áreas recreativas: Jardín, área de juegos infantiles, terraza. - Ubicación privilegiada: Cerca de centros comerciales y escuelas y hospitales. Este departamento es la opción perfecta para quienes buscan un hogar que combine lujo, seguridad y una ubicación estratégica. ¡No dejes pasar esta oportunidad única!",Activo Inmobiliario,5T6JIN,145169663,Publicado hace 148 días,210 m² tot.,210 m² cub.,4 baños,3 estac.,3 rec.,1 medio baño,2 años,Amueblado; Elevador : 2; Alberca; Terraza; Escuelas Cercanas; Mascotas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente; Piso en el que se encuentra : 5,Gimnasio; Internet/Wifi; Aire acondicionado; Servicios básicos (agua/luz); Área de Juegos Infantiles; Espacio de co-working,Cuarto de TV,,,20.720666,-103.439449
152,Inm24,Zapopan,01/04/2025,Departamento,120m²,2,2,venta,"ventaMN 5,990,000",,"Av. economos 6916,  Fraccionamiento Rinconada Del Parque, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.663959200000000,-103.448652300000006&zoom=16&markers=20.663959200000000,-103.448652300000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=OKVthpdrxJ3K1tuo_HrHFoZXj20=&channel=rpfic-i24",Excelente Departamento en Metropark a un Costado del Parque Metropolitano,"Departamento en Metropark a un costado de parque metropolitano con doble acceso a periférico o avenida ecónomos con vista espectacular piso 11 con dos recamaras, anterior tres pero se modifico a sala de tv o estudio sala, comedor, cocina amplia con barra desayunadora 2 baños completo 1 medio baño, la recamara principal cuenta con espacio king size pequeño espacio para sofa ,  cuenta con todas la amenidades como gimnasio, alberca, sala de juntas , sala de eventos, terraza con asador, metropark cuenta con locales comerciales como laboratorio clínico, oxxo , creperia, cafeteria, paqueteria y otros servicios. cuenta con estacionamiento exclusivo visitas",C21 PROHOMES CH (Fact),570388--582,146166631,Publicado hace 18 días,120 m² tot.,120 m² cub.,2 baños,2 estac.,2 rec.,1 medio baño,6 años,Alberca,Gimnasio,,,,20.663959,-103.448652
153,Inm24,Zapopan,01/04/2025,Departamento,130m²,2,2,venta,"ventaMN 6,900,000",,"Av. Paseo La Toscana, ,  Valle Real, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.725236900000000,-103.434719700000000&zoom=16&markers=20.725236900000000,-103.434719700000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=rsF_jpiGivwCVnk5hRStJHHhDY4=&channel=rpfic-i24",Departamento en Venta en Vitia La Toscana,"Precio de VENTA: $6,900,000 Ubicación privilegiada en una de las mejores zonas para vivir Superficie: 130 m² Características del departamento: 2 recámaras 2 baños completos Balcón-terraza súper amplio, ideal para disfrutar al aire libre Cocina espaciosa y funcional Sala y comedor con excelente distribución Área de lavado de gran tamaño Recámara principal con baño y vestidor amplio Amplios y luminosos espacios 2 estacionamientos separados (uno al lado del otro) Amenidades exclusivas: Alberca Gimnasio completamente equipado Salón de yoga Sala de juntas Salón de usos múltiples Área infantil con ludoteca y juegos al aire libre Jardín especial para pasear perros (Pet Friendly) Seguridad 24/7 ¡Listo para escriturarse! No dejes pasar esta oportunidad. ¡Agenda tu cita y conócelo hoy mismo!",ÚNICA Inmobiliaria,5TSP4S,145768648,Publicado hace 65 días,130 m² tot.,130 m² cub.,2 baños,2 estac.,2 rec.,,3 años,Alberca,Gimnasio; Seguridad privada; Área de Juegos Infantiles,Salón de usos múltiples,,,20.725237,-103.43472
154,Inm24,Zapopan,01/04/2025,Departamento,165m²,3,3,venta,"ventaMN 15,000,000",,"Boulevard Puerta de Hierro 5225,  Puerta de Hierro, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.709541500000000,-103.413885300000004&zoom=16&markers=20.709541500000000,-103.413885300000004&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=OYlE5cbZ2ntmi3j5eZZang9dFV8=&channel=rpfic-i24",Espectacular Depto en Vida Andares,"MAGNIFICO DEPARTAMENTO EN VIDA ANDARES EN VENTA - 3 recámaras: Ideales para disfrutar de tu privacidad y descanso. -Area de oficina Ideal para estudio o area de trabajo o 3ra recamara - 3 baños completos: Con acabados modernos y elegantes, que brindan un toque de frescura. _1 Medio baño de visitas - Diseño abierto: Maximiza el uso del espacio, creando un ambiente luminoso y acogedor. - Cocina equipada: Con electrodomésticos de calidad, perfecta para preparar tus platillos favoritos. - Ventanas amplias: Permiten la entrada de luz natural, haciendo que el lugar se sienta más amplio y alegre. -AMPLIA SALA Y COMEDOR -COCINA INTEGRAL EQUIPADA -AREA DE OFICINA PARA 3RA RECAMARA -CUARTO DE SERVICIO CON BAÑO COMPLETO -3 Cajones de estacionamiento -Bodega -Gran cantidad de amenidades en Vida Andares WIG: pICj8QW",RMT REAL ESTATE,5T32QT,145073609,Publicado hace 161 días,165 m² tot.,165 m² cub.,3 baños,3 estac.,3 rec.,1 medio baño,,Amueblado; Caseta de guardia; Alberca; Cuartos de servicio; Cocina integral; Estado de conservación : Excelente,Gimnasio; Aire acondicionado,Bodega(s) : 1; Estudio; Salón de usos múltiples; Cuarto de TV,,,20.709542,-103.413885
155,Inm24,Zapopan,01/04/2025,Departamento,57m²,1,1,venta,"ventaMN 3,980,953",,"CRUZ DEL SUR 4451 COL LA CALMA,  La Calma, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.636181800000000,-103.421489600000000&zoom=16&markers=20.636181800000000,-103.421489600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=UYwmWJTuGIs0G3Aw8R1gqw84uKs=&channel=rpfic-i24",Departamento en Venta La Calma,"CASIOPEA LIVING LA CALMA Descubre tu próximo hogar en La Calma. Un exclusivo edificio boutique de solo 16 departamentos diseñado para quienes valoran la privacidad, el confort y los espacios bien pensados. Disfruta de amenidades únicas como sky roof con fogatero, asador y terraza social para vivir grandes momentos sin salir de casa. Departamentos desde 57 m² hasta 85 m² con distribución inteligente, elevador, 2 cajones de estacionamiento y acabados premium. Todo esto en una de las zonas más conectadas y tranquilas de Zapopan, rodeado de servicios, vías rápidas y lo mejor de la ciudad. Vive diferente. Vive La Calma. Entrega 2025",Inmuebles 7 GDL,603K5N,145899173,Publicado hace 48 días,57 m² tot.,57 m² cub.,1 baño,1 estac.,1 rec.,,A estrenar,Elevador : 1; Caseta de guardia; Terraza; Escuelas Cercanas; Blancos; Mascotas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente; Piso en el que se encuentra : 3; Fecha disponible : dic 2025; Número de departamentos : 16; Ubicación : Interior; Closet,Area de lavandería; Seguridad privada; Servicios básicos (agua/luz),Area de eventos; Closets : 1; Salón de usos múltiples; Sótano,Asador; Estacionamientos,,20.636182,-103.42149
156,Inm24,Zapopan,01/04/2025,Departamento,121m²,3,2,venta,"ventaMN 5,400,000",,"Arquitectos Norte 5058,  Fraccionamiento Jardines de Guadalupe, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.662459300000000,-103.424915400000000&zoom=16&markers=20.662459300000000,-103.424915400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=MMGr-AGS21YPr565nA6bijjrCQs=&channel=rpfic-i24",Departamento en Venta Av Guadalupe,"Departamento con excelente ubicación a una cuadra de Av Patria, cerca de hospitales, escuelas y supermercados, en una torre con 6 departamentos. Características: Patio de servicio Cocina integral con estufa en forma de isla Areas comunes Estacionamiento en sótano con cajones individuales Canceles de vidrio en baños 153 m2 totales EB-SV9885 ID Interno: CCDV444 Nohemí Contreras",Link Inmobiliario GDL,EB-SV9885,146198629,Publicado hace 14 días,,121 m² cub.,2 baños,2 estac.,3 rec.,,A estrenar,,,,,,20.662459,-103.424915
157,Inm24,Zapopan,01/04/2025,Departamento,172m²,3,3,venta,"ventaMN 12,500,000",,"Av. Empresarios 87,  Puerta de Hierro, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.707683600000000,-103.414848300000000&zoom=16&markers=20.707683600000000,-103.414848300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=FSvpB8FoNsldGHwf03zSd6KG3gU=&channel=rpfic-i24",Departamento Torre Alaya de 3 Recámaras en Puerta de Hierro.,"DISPONIBLE A LA RENTA A PARTIR DEL 1ERO DE MARZO. Ubicado en un condominio tranquilo en la zona de Andares o Puerta de Hierro, todas las comodidades a tan solo unos pasos. Departamento de 172 m2 de construcción. 3 recámaras, principal con vestidor y terraza. Recámaras secundarias con closet y baño completo. Sala y comedor con terraza. Cocina integral con alacena. Cuarto de servicio con baño completo. Aire acondicionado y cortinas. 3 lugares de estacionamiento y bodega. Amenidades: Lobby, seguridad 24 horas, alberca con jardín, salón de eventos, sala lounge, estacionamiento para visitas. Torre Alaya. Puerta de Hierro. Zapopan, Jalisco.",Alex Ramírez,5Q5FML,142709181,Publicado hace más de 1 año,172 m² tot.,172 m² cub.,4 baños,3 estac.,3 rec.,,8 años,Elevador : 3; Caseta de guardia; Alberca; Cuartos de servicio; Escuelas Cercanas; Mascotas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente; Piso en el que se encuentra : 22,Gimnasio; Internet/Wifi; Aire acondicionado; Seguridad privada,Bodega(s) : 1; Estudio; Closets : 1; Salón de usos múltiples,Estacionamientos; Jardín Privado,,20.707684,-103.414848
158,Inm24,Zapopan,01/04/2025,Departamento,100m²,3,2,venta,"ventaMN 4,680,000","Mantenimiento MN 1,500","Calle Libra 478,  Lomas Altas, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.685917800000000,-103.413618500000000&zoom=16&markers=20.685917800000000,-103.413618500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=elBM56lBYRUWX1-2FbTBi9AgwLw=&channel=rpfic-i24",Departamento Remodelado en Planta Baja,"Departamento completamente remodelado en planta baja con vista a jardin. El trato es directo con propietario!!. NO INMOBILIARIAS!! - 2 recamaras amplias (una con baño completo) - 1 estudio que puede convertirse en una 3ra recamara. (con bonitos acabados de carpintería y mueble de TV integrado) - Amplio patio de servicio (Techado) - 2 baños completos - 2 cajones de estacionamiento - Closet de blancos Cocina equipada con barra cuarzo cuenta con alacena amplia, lavaplatos y horno electrico. Acabados de carpinteria en parota en todo el departamento Cerradura inteligente y puerta de seguridad de parota, Acabados en paredes de lambrin para ocultar puertas. Ubicado en una de las zonas de mayor plusvalía de la ciudad, a pocos metros de Av. Patria, ICB (escuela de medicina de la UAG), cercano al parque Italia en providencia. El condominio cuenta con bonitas y amplias  areas verdes, acceso controlado y seguridad 24x7, video vigilancia, recolección de basura en la puerta de tu apartamento.",roberto Briones,606AD0,145971390,Publicado hace 38 días,110 m² tot.,100 m² cub.,2 baños,2 estac.,3 rec.,,20 años,Caseta de guardia; Escuelas Cercanas; Estado de conservación : Excelente; Ubicación : Interior; Frente a Parque,Seguridad privada,Estudio,Asador; Estacionamientos; Jardín Privado,,20.685918,-103.413618
159,Inm24,Zapopan,01/04/2025,Departamento,187m²,3,2,venta,"ventaMN 8,950,000",,"Av. Paseo La Toscana,  Valle Real, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.722111600000000,-103.435742500000000&zoom=16&markers=20.722111600000000,-103.435742500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=DhOu5XeHhrzVQNjaNKgQixTc4Wc=&channel=rpfic-i24",Departamento en Venta en Vitia La Toscana de 3 Recámaras,"Vive en el corazón de la Zona Real. Departamento muy amplio con acabados de lujo. Esta torre Vitia la Toscana, es un desarrollo familiar, con acabados de lujo. Altura en el departamento residencial, puertas de piso a techo, vista hacia el área verde de Cima Park, El departamento se encuentra ubicado en el piso 6 y cuenta con: - Sala y comedor - Cocina con barra - Cuarto de servicio con baño completo - Amplia área de lavado - 3 recámaras con baño completo - 2 cajones de estacionamiento uno al lado del otro - Bodega de 90 mts Sistema de aire acondicionado y calefacción, balcón en comedor y recámaras. Amenidades Cuenta con parque y dog park, ludoteca, juegos infantiles, alberca, terraza, salón de yoga, gimnasio muy amplio, biblioteca bar, lobby con recepción, seguridad las 24 HRS. Excelente administración. EB-SW2739 ID Interno: CCDV408 Nohemí Contreras",Link Inmobiliario GDL,EB-SW2739,146209727,Publicado hace 12 días,,187 m² cub.,4 baños,2 estac.,3 rec.,,3 años,Alberca; Terraza,Gimnasio; Seguridad privada; Área de Juegos Infantiles,Bodega(s),,,20.722112,-103.435743
160,Inm24,Zapopan,01/04/2025,Departamento,217m²,3,2,venta,"ventaMN 19,950,000","Mantenimiento MN 11,300","Avenida Patria 1891 ,  Puerta de Hierro, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.709497977992530,-103.409493465606690&zoom=16&markers=20.709497977992530,-103.409493465606690&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ike5CS1hutJILPQP7sjl9AhizQg=&channel=rpfic-i24",Departamento Lobby 33 Amueblado en Venta,"Departamento amueblado, ubicado en una de las torres principales de Andares, con zona de restaurantes y bares, además de centro comercial, Lobby 33 lo tiene todo. El desarrollo cuenta con gym, alberca, área de niños, sala de juegos, sala de cine, etc.",Descubre Levante,5PI5KQ,142241126,Publicado hace más de 1 año,217 m² tot.,217 m² cub.,3 baños,2 estac.,3 rec.,1 medio baño,3 años,Amueblado; Elevador : 1; Alberca; Cuartos de servicio; Escuelas Cercanas; Cocina integral; Estado de conservación : Excelente; Piso en el que se encuentra : 22,Gimnasio; Aire acondicionado; Seguridad privada; Área de Juegos Infantiles,Closets : 3,Estacionamientos,,20.709498,-103.409493
161,Inm24,Zapopan,01/04/2025,Departamento,313m²,3,4,venta,"ventaMN 21,800,000","Mantenimiento MN 14,300","av paseo cima real #461 A - 1506, Valle Real, Zapopan,  Valle Real, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.724883600000000,-103.435025800000000&zoom=16&markers=20.724883600000000,-103.435025800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=UMP2NsTNPo9nAmhH544FEGBEEHU=&channel=rpfic-i24",Departamento PH en Venta en Valle Real Zapopan Jalisco,"Descubre este espectacular Penthouse en Torre Giverny, ubicado en el exclusivo Valle Real. Con 313 m² de elegancia y sofisticación, este departamento redefine el concepto de lujo. Características principales: Espacios amplios y elegantes: Cada muro cuenta con recubrimientos finos y muebles empotrados de diseño espectacular. 3 recámaras con baño completo y amplios clósets. Cuarto de servicio con baño completo- Un práctico medio baño para visitas. Almacenamiento sin igual: Único con 4 bodegas. 4 cajones separados para mayor comodidad. Vistas formidables: Desde cualquier rincón, disfruta de paisajes verdes que aportan serenidad y exclusividad. Se entrega con muebles empotrados con iluminación led. Orientación privilegiada norte-sur teniendo un depto fresco Amenidades de primer nivel: Ludoteca. Gimnasio completamente equipado. Alberca para relajarte y disfrutar. Firepit para reuniones inolvidables. Área de asadores. Salón de usos múltiples para tus eventos. Un hogar que combina lujo, funcionalidad y comodidad en una ubicación privilegiada. ¡Agenda tu cita y enamórate de este Penthouse único!",Lemont Grupo Inmobiliario,60937M,146045932,Publicado hace 31 días,313 m² tot.,313 m² cub.,4 baños,4 estac.,3 rec.,1 medio baño,1 años,Elevador : 1; Caseta de guardia; Alberca; Cuartos de servicio; Cocina integral; Piso en el que se encuentra : 15; Closet,Gimnasio; Aire acondicionado; Seguridad privada; Área de Juegos Infantiles,Salón de usos múltiples; Cuarto de TV,Balcón(es) : 1,,20.724884,-103.435026
162,Inm24,Zapopan,01/04/2025,Departamento,139m²,2,2,venta,"ventaMN 8,350,000","Mantenimiento MN 4,000","Av. Central Guillermo González Camarena 500,  Fraccionamiento Puerta del Valle, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.721029600000000,-103.426371200000000&zoom=16&markers=20.721029600000000,-103.426371200000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ULsz8U3CtDfITuTm2-sqhBDijos=&channel=rpfic-i24",Departamento en Venta en Ventura Torre West,"Departamento en venta en ventura torre west 400, con acabados de lujo, pisos de mármol y luces indirectas para dar un toque más elegante a la iluminación. Cuenta con cocina integral con barra de granito y se encuentra equipada con Lavavajillas, Microondas, Estufa de 6 quemadores con campana. Espacio de sala-comedor que conecta con un amplio balcón, 2 habitaciones la principal con baño completo y vestidor, la secundaria con baño completo y closet. Cuenta también con un estudio y medio baño de visitas. El área de lavado con lavadero Todo el departamento cuenta con cortinas y aire acondicionado. 2 cajones de estacionamiento uno al lado del otro. AMENIDADES: Además de que el desarrollo cuenta con Seguridad 24/7, Gimnasio, Alberca, Salón de Jugos, Bar, Ludoteca Biblioteca, Lobby y Elevador. SERVICIOS: Agua Potable incluida en mantenimiento, Energía Eléctrica, Alumbrado Publico, Drenaje y alcantarillado. CIMENTACIÓN: Tradicional COLINDANCIAS: Al norte: de norponiente a suroriente 15.05m con condomino compuesto, al oriente, de noriente a surponiente en 10.06m con UP102, al sur de suroriente a norponiente 7.38m con vacío, al poniente de surponiente a nororiente en 10.06 con vacio. FORMA DE PAGO: 10% a la firma del contrato de compraventa y 90% a la firma de escritura. En las operaciones de crédito el precio total se determinará en función de los montos variables de conceptos de crédito y gastos notariales que deben ser consultados con promotores, conforme al apartado 5.6.7",Re/Max Vanguardia,5T2SGA,145069690,Publicado hace 162 días,164 m² tot.,139 m² cub.,2 baños,2 estac.,2 rec.,1 medio baño,A estrenar,Elevador : 1; Caseta de guardia; Alberca; Terraza; Escuelas Cercanas; Cocina integral,Gimnasio; Aire acondicionado; Área de Juegos Infantiles,Closets : 1,Balcón(es) : 1,,20.72103,-103.426371
163,Inm24,Zapopan,01/04/2025,Departamento,54m²,2,1,venta,"ventaMN 1,590,000",,"Josefa Ortiz de Dominguez 180,  Santa Ana Tepetitlán, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.618969300000000,-103.451199400000000&zoom=16&markers=20.618969300000000,-103.451199400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=LVAHhBRqZebrjna6u0nAuaBHwiE=&channel=rpfic-i24",Departamento en Venta en Zapopan Zona Bugambilias,"Descripción Departamento en venta en Zapopan Zona Bugambilias Precio:1590,000 •Construcción: 53m -DISTRIBUCIÓN •1 Cajón de estacionamiento •2 Recámaras •2 Baños Completos •1 Vestidor •Sala-Comedor •Cocina •Closet de lavado -EQUIPAMIENTO •Iluminación led •Cocina integral con parrilla eléctrica y campana •Boiler eléctrico •Muebles de baño •Closets amplios •Carpintería de lavandería y puertas de intercomunicación -AMENIDADES •Roof Garden común •Elevador •Parque lineal con juegos infantiles y áreas de convivencia •Estacionamiento subterráneo - Estacionamiento de visitas •Centro comercial •Acceso controlado y seguridad 24 horas - Pet friendly Si quieres conocerlo, estoy a tus órdenes.",ASESORES INMOBILIARIOS,604OS7,145930447,Publicado hace 44 días,54 m² tot.,54 m² cub.,2 baños,1 estac.,2 rec.,,A estrenar,,,,,,20.618969,-103.451199
164,Inm24,Zapopan,01/04/2025,Departamento,91m²,2,1,venta,"ventaMN 3,250,000","Mantenimiento MN 2,457","Federalta skylife,  La Palmita, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.729282699999998,-103.353590800000006&zoom=16&markers=20.729282699999998,-103.353590800000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=BVPB0tX2Q3UR2ObkPZrZV46RWo4=&channel=rpfic-i24",Federalta Skylife: Departamento en Venta en La Palmita,"Imagina vivir en un lugar donde cada detalle ha sido diseñado para ofrecerte un estilo de vida exclusivo y lleno de lujo. Bienvenido a Federalta Sky Life, donde tus sueños se hacen realidad en una de las zonas más privilegiadas de Zapopan, Jalisco. Con 91 m² de superficie techada, este moderno departamento redefine la elegancia y el confort. Desde su distribución eficiente hasta las amenidades de clase mundial, Federalta Sky Life ofrece todo lo que necesitas para vivir como siempre has deseado. Características del Departamento: Superficie: 91 m² Habitaciones: 2 recámaras espaciosas Baños: 2 baños completos Cuarto de lavado Estacionamiento: (1) Espacio techado y seguro Amenidades de Lujo: Alberca refrescante para tus momentos de relax Área de asador para reuniones inolvidables con familiares y amigos Gimnasio equipado para mantener tu bienestar Sala de cine privada para disfrutar tus películas favoritas Terraza panorámica con vistas espectaculares de la ciudad Firepit Roof con tres salas con fogata a más de 50 metros de altura Game Room, Business Center, y mucho más para que no te falte nada Vivir en Federalta Sky Life es más que comodidad, es experimentar un estilo de vida en el que la seguridad y la exclusividad están garantizadas las 24 horas del día. Ubicación Estratégica: Situado en la Avenida Federalismo Norte, con fácil acceso a transporte público como el Tren Ligero, Peribús y la ciclo-vía de Federalismo. Además, estarás cerca de centros comerciales, instituciones educativas como Cucea y la Preparatoria No.10, y opciones de entretenimiento como el Auditorio Telmex y el Teatro Estudio Cavaret. ¡No pierdas esta oportunidad! Contáctanos ahora y agenda tu visita hoy mismo. Vive la experiencia única de Federalta Sky Life y descubre el lugar perfecto para tu nuevo hogar. Condiciones Generales: La disponibilidad y precios están sujetos a cambios sin previo aviso. Se aceptan pagos con créditos, sujetos a variaciones. Los precios no incluyen gastos notariales ni servicios de profesionistas. Compromiso con la Transparencia y la Igualdad: Contamos con políticas de no discriminación. La publicidad de este inmueble se basa en la Nom-247-Se-2021 para asegurar la veracidad y transparencia de la información proporcionada. Estamos afiliados a la Sección Especializada de Inmobiliarias de la Cámara de Comercio de Guadalajara (Sicamara). Dirección: Av. México #3370 Local K0 int 6, Plaza Bonita, Col. Monraz, Guadalajara, Jalisco. Cp: Ver datos Horario de atención: Lunes a Viernes de 9:00 am a 2:00 pm y de 3:00 pm a 6:00 pm. Sábados de 10:00 am a 1:00 pm. Aviso de privacidad: Grupo Inmobiliario Corbai, S.A. de C.V., es responsable del uso y protección de sus datos personales. ¡Contáctanos hoy mismo y asegura tu cita para conocer este increíble departamento!",Pulppo,666cdf94b5eed481552ccc4c,143845374,Publicado hace 311 días,91 m² tot.,91 m² cub.,2 baños,1 estac.,2 rec.,,6 años,Elevador : Si; Caseta de guardia; Alberca; Mascotas; Cocina integral; Estado de conservación : Excelente,Gimnasio; Seguridad privada,Bodega(s) : 1; Cuarto de TV,Asador; Estacionamientos,,20.729283,-103.353591
165,Inm24,Zapopan,01/04/2025,Departamento,432m²,3,4,venta,"ventaMN 25,000,000","Mantenimiento MN 20,000","Vereda de la Alondra 1 ,  Puerta de Hierro, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.717560400000000,-103.423345800000000&zoom=16&markers=20.717560400000000,-103.423345800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Y5yVb7NZ8NAxBkVpgcvLqMKC2Co=&channel=rpfic-i24","Departamento en Venta en Torre Heritage, Puerta de Hierro Zapopan","Este departamento de lujo en obra gris en Torre Heritage, ubicado en Puerta de Hierro, representa exclusividad, amplitud y vistas privilegiadas en una de las zonas más exclusivas de la ciudad. Características del Departamento Ubicado en el piso 23, este inmueble de 432 m² ofrece una experiencia residencial de alto nivel, con un diseño pensado para el confort y la privacidad. • Distribución amplia y funcional: • Sala con vista panorámica y acceso a una terraza con espectaculares vistas 360°. • Comedor y cocina con antecomedor, ideal para reuniones y el día a día. • Cuarto de TV, perfecto para entretenimiento o descanso. • 3 recámaras, cada una con su propio walk-in closet y baño privado, garantizando comodidad y privacidad. • 4.5 baños, distribuidos estratégicamente en la propiedad. • Cuarto de servicio y área de lavado, con acceso independiente. • Exclusividad y comodidad: • Solo 1 departamento por piso, asegurando máxima privacidad. • 4 cajones de estacionamiento y bodega para almacenamiento adicional. Amenidades de Primer Nivel Los residentes de Torre Heritage disfrutan de un estilo de vida único con acceso a múltiples espacios diseñados para el bienestar y la recreación: • Bienestar y Relajación: • Alberca techada y climatizada todo el año. • Gimnasio equipado. • Sauna, vapor, hidromasaje y jacuzzi. • Deporte y Entretenimiento: • Cancha de squash. • Circuito para jogging dentro de un bosque privado. • Juegos infantiles y amplios jardines. • Seguridad y Exclusividad: • Vigilancia 24/7 y acceso controlado. • Estacionamiento techado. • Lobby recibidor de lujo. • Helipuerto para traslados rápidos y privados. • Elevador de servicio y carga. El mantenimiento es de $20,000 pesos incluye agua Este departamento en obra gris ofrece la oportunidad de personalizar cada detalle a tu gusto, creando un espacio a la medida de tu estilo y necesidades.",Bickel Grupo Inmobiliario,5TN492,145614872,Publicado hace 81 días,432 m² tot.,432 m² cub.,4 baños,4 estac.,3 rec.,1 medio baño,A estrenar,Caseta de guardia; Alberca; Terraza; Cuartos de servicio,Area de lavandería; Gimnasio; Aire acondicionado; Seguridad privada,Bodega(s) : 1; Area de eventos; Cuarto de TV,Cancha de squash; Estacionamientos; Jardín Privado,,20.71756,-103.423346
