id,PaginaWeb,Ciudad,Fecha Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,direccion,ubicacion_url,titulo,descripcion,anunciante,codigo_anunciante,codigo_inmuebles24,tiempo_publicacion,area_total,area_cubierta,banos_icon,estacionamientos_icon,recamaras_icon,medio_banos_icon,antiguedad_icon,Características generales,Servicios,Amenidades,Exteriores
116,Inm24,,01/09/2025,Departamento,60m²,1,1,renta,"rentaMN 20,000",,"Avenida Manuel Acuña 3144,  Monraz, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.684887200000000,-103.394246600000000&zoom=16&markers=20.684887200000000,-103.394246600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=JRBb6BDQ_5PXL1mutBlt9PAGXM4=&channel=rpfic-i24",Departamento Moderno en Renta en La Colonia Monraz,"Departamento en renta en la colonia Monraz. Cuenta 60 m² construidos. Dispone de 1 recámara con 1 baño completo y 1 medio baño. La cocina es integral y cuenta con aire acondicionado. Incluye 1 lugar de estacionamiento. Ubicado en una zona residencial tranquila, con fácil acceso a servicios y comercios. Ideal para quienes buscan comodidad y seguridad. Cuenta con terraza y asador.",Guevara Grupo Inmobiliario,61H3ID,147072253,Publicado hace 42 días,60 m² lote,60 m² constr.,1 baño,1 estac.,1 rec.,1 medio baño,A estrenar,Elevador : 1; Caseta de guardia; Terraza; Cocina integral; Estado de conservación : Excelente; Piso en el que se encuentra : 5,Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz),Area de eventos,Asador; Balcón(es) : 1
117,Inm24,,01/09/2025,Departamento,100m²,2,2,renta,"rentaMN 27,500",Mantenimiento MN 1,"Avenida Aztecas 870 1,  Prados de Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.688733008199999,-103.395874713799997&zoom=16&markers=20.688733008199999,-103.395874713799997&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=1vp3O5MBoL4qrw8F5C-e3yeSSZ4=&channel=rpfic-i24","Renta Depa Nuevo en Providencia, Espacio Monraz Terrazas.","Estrena depa, espacio monraz terrazas, con alberca, gym, roof, area de negocios. depa nuevo de 2 cuartos 2 baños y aires acondicionados. listo para entregar. No necesitas aval, se puede con poliza juridica! Google maps: Av Aztecas 870, Prados Providencia, Ver datos Guadalajara, Jal. WIG: pp7X8RD",Grupo Casale,61AHRL,146896131,Publicado hace 62 días,100 m² lote,100 m² constr.,2 baños,2 estac.,2 rec.,,A estrenar,Elevador : Si; Caseta de guardia; Alberca; Cocina integral; Estado de conservación : Excelente,Gimnasio; Aire acondicionado; Área de Juegos Infantiles,Salón de usos múltiples,
118,Inm24,,01/09/2025,Departamento,80m²,2,2,renta,"rentaMN 19,000",,"Coordenada Country,  Villas Del Country, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.695837300000000,-103.371798300000000&zoom=16&markers=20.695837300000000,-103.371798300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=_9-a_HbfLxMPU23y8dusoeehyeQ=&channel=rpfic-i24",Estrena Tu Nuevo Hogar en Coordenada Country,"Ubicado a solo unas cuadras de Midtown y muy cerca de la zona financiera de Av. Américas y Punto Sao Paulo, este moderno departamento te conecta con lo mejor de la ciudad. Rodeado de hospitales de primer nivel, escuelas, comercios y todos los servicios que necesitas. Cuenta con: 2 recámaras — la principal con baño completo y clóset 2 cajones de estacionamiento Espacios modernos y funcionales Piso 2 ¡Vive con estilo, comodidad y una ubicación inmejorable! La renta incluye mantenimineto SOLO CLIENTES DIRECTOS",TULEGADO REAL ESTATE,61NKP1,147249751,Publicado hace 24 días,80 m² lote,80 m² constr.,2 baños,2 estac.,2 rec.,,A estrenar,Caseta de guardia; Mascotas; Cocina integral; Estado de conservación : Excelente,Gimnasio; Servicios básicos (agua/luz),Sótano,Estacionamientos
119,Inm24,,01/09/2025,Departamento,143m²,2,2,renta,"rentaMN 31,500",,"avenida Juan palomar y arias 421, Monraz, Guadalajara,  Monraz, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.682423800000000,-103.393659800000000&zoom=16&markers=20.682423800000000,-103.393659800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=wPwAFEJf5JptIuWZdhZ1dqOMZsM=&channel=rpfic-i24",Departamento Amueblado en Renta Zona Monraz,"Departamento Amueblado en Renta – Zona Premium GDL A unas cuadras del Consulado Americano, piso 10 Vive con estilo, comodidad y en una ubicación privilegiada Este hermoso departamento está amueblado y completamente equipado, ¡listo para mudarte! Características destacadas: 2 recámaras | 3.5 baños, Amplia sala-comedor, Cocina equipada (refrigerador, microondas, cafetera), Centro de lavado ( lavadora , secadora) 2 aires acondicionados, persianas, Cuarto de servicio, 2 estacionamientos, Seguridad 24/7 Todo cerca: ciclovías , supermercados , restaurantes y más. Renta: $36,500 MXN mensuales, Mantenimiento incluido.",Milko Yanome,610MGM,146630302,Publicado hace 90 días,143 m² lote,143 m² constr.,3 baños,2 estac.,2 rec.,1 medio baño,6 años,,Gimnasio; Aire acondicionado,,
120,Inm24,,01/09/2025,Departamento,50m²,1,1,renta,"rentaMN 17,500",,"AV. PLAN DE SAN LUIS 2058,  Fraccionamiento Country Club, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.697502000000000,-103.368884500000000&zoom=16&markers=20.697502000000000,-103.368884500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=JY_7sJeUhUy7Tsmax6UBexqLtHU=&channel=rpfic-i24",Departamento Renta Amueblado Country,"INFORMES CON SYLVIA MORALES. 3 Ver datos . *LA RENTA INCLUYE MANTENIMIENTO LOFT AMUEBLADO INCLUYE AIRE ACONDICIONADO, REFRIGERADOR, CENTRO DE LAVADO Y CORTINAS CON BLACK OUT. SE ENCUENTRA EN EL PISO 15 CON UNAS VISTAS ESPECTACULARES Y CUENTA CON COCINA, SALA/COMEDOR, BALCON, RECAMARA, CLOSET, BAÑO Y AREA DE LAVADO. AMENIDADES: COWOEKING, GYM, LUDOTECA, AREA DE JUEGOS INFANTILES AL AIRE LIBRE, PARQUE PATA MASCOTAS CON JUEGOS, CINE AL AIRE LIBRE, SALON DE JUEGOS CON MESA DE BILLAR, SALON DE KARAOKE, FOGATEROS EN TERRAZA, AREA DE ORACION AL AIRE LIBRE, ROOF TOP CON ASADORES, Y SALON PARA EVENTOS CON COCINA. LA UBICACION ES EXCELENTE A 5 MIN DE LA ZONA FINANCIERA Y PLAZA MIDTOWN, CUENTA CON TODOS LOS SERVICIOS EN LA ZONA.",City Real Estate,60QKCS,146520388,Publicado hace 103 días,19 m² lote,50 m² constr.,1 baño,1 estac.,1 rec.,,A estrenar,Amueblado; Elevador : 1; Caseta de guardia; Terraza; Escuelas Cercanas; Mascotas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente; Piso en el que se encuentra : 15; Ubicación : Frente; Closet,Area de lavandería; Gimnasio; Línea blanca; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Área de Juegos Infantiles; Espacio de co-working,Area de eventos; Cuarto de juegos; Salón de usos múltiples,Asador; Balcón(es) : 1; Estacionamientos
121,Inm24,,01/09/2025,Departamento,77m²,2,1,venta,"ventaMN 4,190,000",,"Circunvalacion Agustin Yañez 2471,  Arcos Vallarta, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.667884000000000,-103.379246900000000&zoom=16&markers=20.667884000000000,-103.379246900000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Gx3hRuwGV30FNisMAx06IeDAHaU=&channel=rpfic-i24","Depa en Arcos Vallarta, Venta y Renta","Conoce tu nuevo depa, muy cerca de colona Americana y a solo 4 minutos de La Minerva. Ideal para estancias cortas. Disfruta los beneficios del edificio como vigilancia 24/7, lobby recepción, terraza con 2 jacuzzis, salón para eventos y gym. El depa cuenta con cocina integral, aire acondicionado y balcón en recámara principal y sala-comedor, área de lavado y una bodega. Piso 9. Invierte en tu depa y obtén ganancias mensuales. (La renta ya incluye el mantenimiento.)",INVIERTE Y VIVE MX,619IF2,146869652,Publicado hace 65 días,77 m² lote,77 m² constr.,2 baños,1 estac.,2 rec.,,3 años,Elevador : 1; Caseta de guardia; Terraza; Jacuzzi; Escuelas Cercanas; Cocina integral,Gimnasio; Aire acondicionado; Seguridad privada,Area de eventos,Balcón(es) : 1
122,Inm24,,01/09/2025,Departamento,64m²,2,1,renta,"rentaMN 22,000",,"Calle Vidrio 1984,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.667776000000000,-103.368057500000000&zoom=16&markers=20.667776000000000,-103.368057500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=MmBlRnPq6ch3lguM4e97vr2Z6h0=&channel=rpfic-i24","Departamento en Renta, Distrito Chapultepec, Colonia Americana, Guadalajara","Departamento en RENTA , Distrito Chapultepec , Colonia Americana , Guadalajara Departamento en RENTA ubicado en una de las zonas más céntricas de Guadalajara , a unos pasos de Av. Chapultepec , en donde encontrarás bancos , bares, restaurantes, discotecas, tiendas de autoservicio, plazas comerciales , supermercados , etc Cuenta con una superficie de 64m2 , ubicado en el piso 12. Estacionamiento para 1 auto Cocina integral . Área de sala y comedor con excelente vista . 2 baños completos . Recámara principal con vestidor y baño . Estudio o segunda recámara . Área de lavado. AMENIDADES : Vigilancia y acceso controlado las 24 hrs. Lobby y área social. Coworking. Gimnasio. Alberca techada .",INSEASON REAL ESTATE OK,62287B,147481421,Publicado hoy,64 m² lote,64 m² constr.,2 baños,1 estac.,2 rec.,,2 años,Elevador : 2; Caseta de guardia; Alberca; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente; Piso en el que se encuentra : 12; Fecha disponible : inmediata; Closet,Gimnasio; Aire acondicionado; Seguridad privada; Espacio de co-working,Estudio,
123,Inm24,,01/09/2025,Departamento,77m²,2,2,renta,"rentaMN 19,900",,"Manuel M. Dieguez 900, Ayuntamiento, 44620 Guadalajara, Jal.,  Ayuntamiento, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.690186400000000,-103.370811400000000&zoom=16&markers=20.690186400000000,-103.370811400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=aUzP5CPMXDejfi0IbgGO31Ul7LY=&channel=rpfic-i24",Departamento en Renta Uno Urban Life,"Moderno departamento en Renta dentro del desarrollo residencial UNO Urban Life, ubicado en el quinto piso. Cuenta con 2 recámaras, 2 baños completos, sala-comedor, estar de tv, cocina integral, área de lavado y 2 cajones de estacionamiento en sótano. El desarrollo ofrece amenidades como alberca, gimnasio, salón de usos múltiples y área infantil, brindando un estilo de vida cómodo, moderno y funcional en una de las zonas más dinámicas y mejor comunicadas de la Ciudad. Impecable, mantenimiento incluido en el precio. No se admiten mascotas.",Atera Inmobiliaria,Uno Urban Life,146778017,Publicado hace 58 días,77 m² lote,77 m² constr.,2 baños,2 estac.,2 rec.,,12 años,Elevador : 1; Alberca; Escuelas Cercanas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente; Piso en el que se encuentra : 8; Fecha disponible : 19/06/2025; Ubicación : Frente; Closet,Area de lavandería; Gimnasio; Línea blanca; Aire acondicionado; Seguridad privada; Espacio de co-working,Salón de usos múltiples; Sótano,Estacionamientos
124,Inm24,,01/09/2025,Departamento,110m²,2,2,renta,"rentaMN 37,600",,"Av Aztecas 870,  Monraz, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.688883500000000,-103.395939200000000&zoom=16&markers=20.688883500000000,-103.395939200000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=FCamchGZ_0uy35Hf1UyTDPWcZpU=&channel=rpfic-i24",Departamento en Renta Amueblado 110 m²,"AMPLIO Y ELEGANTE DEPARTAMENTO AMUEBLADO, CUENTA CON DOS HABITACIONES, SALA, COMEDOR, COCINA INTEGRAL, AMENIDADES TALES COMO ALBERCA CON AREA SUNDECK, AREA DE YOGA, PET PARK, SALON DE USOS MULTIPLES, ESTACIONAMIENTO TECHADO Y CON SEGURIDAD 24/7 GYM, TOP ROOF, JUEGOS INFANTILES, LOBBY, LOUNGE BUSINESS, TODA UNA EXPERIENCIA DE VIVIR EN ESTE HERMOSO EDIFICIO.",Grupo TU ASESOR INMOBILIARIO,170725,147044706,Publicado hace 16 días,7700 m² lote,110 m² constr.,2 baños,2 estac.,2 rec.,,A estrenar,Amueblado; Elevador : 2; Caseta de guardia; Alberca; Terraza; Escuelas Cercanas; Cocina integral; Acceso discapacitados; Estado de conservación : Excelente; Fecha disponible : INMEDIATA; Estancia mínima en días : 360; Closet,Area de lavandería; Gimnasio; Internet/Wifi; Línea blanca; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Área de Juegos Infantiles; Espacio de co-working,Bodega(s) : 1; Area de eventos; Cuarto de juegos; Salón de usos múltiples; Oficina; Sótano,Asador; Balcón(es) : 1; Estacionamientos
125,Inm24,,01/09/2025,Departamento,74m²,,,renta,"rentaMN 23,000",,"Brasilia 2790,  Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.707590100000000,-103.380232600000000&zoom=16&markers=20.707590100000000,-103.380232600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=V9mkAeZJUCQBMx3F6Z14_WJcPmE=&channel=rpfic-i24",Departamento de 1 Habitación y Estudio en Colomos Providencia!,"Excelente departamento en Colomos Providencia, inmejorable ubicación, 1 recámara más estudio, 2 baños completos, cocina con isla y cubiertas de granito, área de lavado, persianas, 2 equipos de aire acondicionado, 1 cajón de estacionamiento y bodega en sótano. El desarrollo cuenta con acceso controlado con vigilancia las 24 horas, lobby, bodega para paquetería, Sky Fitness a 30 metros de altura con gimnasio y circuito de jogging de 280 metros en roof, alberca climatizada, sky bar y área de co-work, terraza con asador. Parque central con zona de lectura y descanso así como juegos infantiles, área para mascotas. Wifi en áreas comunes, zona comercial. Cercano a plaza patria, punto São Paulo, Midtown, Colomos y a unos minutos de Andares.",180º Inmobiliaria,619QL5,146877035,Publicado hace 8 días,72 m² lote,74 m² constr.,2 baños,,,,2 años,Elevador : 2; Caseta de guardia; Alberca; Cocina integral; Piso en el que se encuentra : 4,Area de lavandería; Gimnasio; Aire acondicionado; Seguridad privada; Área de Juegos Infantiles; Espacio de co-working,Bodega(s) : 1; Estudio,Asador; Balcón(es) : 2
126,Inm24,,01/09/2025,Departamento,55m²,1,1,renta,"rentaMN 19,500",,"Calle Alberta 1956,  Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.705196000000000,-103.386860600000000&zoom=16&markers=20.705196000000000,-103.386860600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=mq4UezdYTjArv5VSj-BSh2qXd9g=&channel=rpfic-i24",Departamento en Colomos Providencia,"Departamento en renta en Colomos Providencia sobre Alberta. Ubicado en la Torre Sky Colomos la cual cuenta con una variedad de amenidades como: alberca, terraza, espacio verde, lobby, elevadores y seguridad 24/7. El departamento está ubicado en el piso 4 y cuenta con: -1 habitación -1 baño completo -Cocina integral con horno -Barra desayunadora -Espacio de sala -Balcón -Clóset de lavado -1 estacionamiento subterráneo -Bodega El departamento se renta sin amueblar, pero se entrega equipado con AC en el área de sala, TV de 65"" y 4 banquitos en la barra desayunadora.",Re/Max Vanguardia,RDR649934-401,147222802,Publicado hace 26 días,55 m² lote,55 m² constr.,1 baño,1 estac.,1 rec.,,A estrenar,Caseta de guardia; Alberca; Terraza; Mascotas; Cocina integral,Aire acondicionado,,
127,Inm24,,01/09/2025,Departamento,38m²,,,renta,"rentaMN 16,500",,"Morelos 1734,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.676059300000000,-103.370207800000000&zoom=16&markers=20.676059300000000,-103.370207800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=-GsnWPr5HR3r10P0oD5MiAJoXkY=&channel=rpfic-i24",Loft Amueblado en Renta en Colonia Americana,"TORRE MORELOS A una cuadra de Av Chapultepec. RENTA de Loft Amueblado. Una cama Queen Cocina Integral equipada con Parrilla, Horno Microondas y Refrigerador. Área social con sofa y comedor Un baño completo Bancon Clóset bodega Aire Acondicionado y Persianas Centro de Lavado. Amenidades: Terraza, Loby, Opción a Coworking Renta $16,500 incluye Mantenimento y agua",Vínculo Inmobiliario,Renta Morelos,146411740,Publicado hace 64 días,38 m² lote,38 m² constr.,1 baño,,,,A estrenar,Amueblado; Elevador : 3; Caseta de guardia; Terraza; Cocina integral; Piso en el que se encuentra : 6,Area de lavandería; Aire acondicionado; Seguridad privada; Espacio de co-working,Bodega(s) : 1,Balcón(es) : 1
128,Inm24,,01/09/2025,Departamento,72m²,2,,renta,"rentaMN 15,500",,"Efrain Gonzalez Luna 1885,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.669747800000000,-103.366273999999980&zoom=16&markers=20.669747800000000,-103.366273999999980&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=M0PPM2LazxSmdNlFNAUdLb5bkDs=&channel=rpfic-i24",Renta Práctico Departamento en Colonia Americana,"Práctico departamento en renta en el corazón de la Colonia Americana. El departamento ofrece cocina integral, 2 habitaciones y 1 baño completo. Adicionalmente cuenta con espacio de lavado. Existe la posibilidad de rentar un espacio de estacionamiento en caso de requerirlo, con un costo de 2,000 mensuales adicionales a la renta Los requisitos para su alquiler son 1 mes de RENTA, 1 mes de DEPÓSITO y un FIADOR con propiedad en ZMG. El contrato es por 1 año. Los gastos de investigación son 1,050",Malse Bienes Raices,60OT9P,146474395,Publicado hace 20 días,72 m² lote,72 m² constr.,1 baño,,2 rec.,,15 años,Escuelas Cercanas; Cocina integral,Area de lavandería; Servicios básicos (agua/luz),,
129,Inm24,,01/09/2025,Departamento,68m²,1,1,renta,"rentaMN 19,000",,"Juan Bernardino 232,  Chapalita, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.665972600000000,-103.397006000000000&zoom=16&markers=20.665972600000000,-103.397006000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=X5WKzwRxMQ6fdTXdNK_wfQjtooQ=&channel=rpfic-i24","Departamento en Renta en Torre Altivez Chapalita, Guadalajara Jalisco","Ubicado muy cerca del corazón de Chapalita, en el piso 2 de un edificio moderno de solo 39 departamentos, este Inmueble ofrece una experiencia de vida única, con una vista encantadora a la ciudad que combina el paisaje urbano con áreas arboladas que inspiran tranquilidad. Renta con mantenimiento incluido 66.75 mts más 1.73 mts de Bodega en sótano. Nivel 2 - 1 Recámara - Cocina con granito, y una amplia Alacena. - 1 Baño completo - 1 Cajon de estacionamiento - Área de lavado Amplia y Techada. - Bodega grande ensótano 1.73mts - Cuenta con Persianas y A/A en área social y en la recámara. *Ubicado en el mismo Nivel de las Amenidades. AMENIDADES: - Vigilancia 24/365 - Elevador Área lúdica con: - Cine para 9 personas - Salón billar - Gym equipado - Salón de usos múltiples hasta para 50 personas con barra y pantalla de tv y servicio de wifi. La ubicación es inmejorable a pocos minutos de La Gran Plaza, el Hospital San José y rodeado de las principales avenidas de la ciudad como Lázaro Cárdenas, Avenida Vallarta, Avenida Patria y Avenida Guadalupe, lo que lo hace ideal para quienes buscan conectividad, servicios y una vida urbana sin perder calidad de vida. Informes y citas Alejandra de la Torre 3 Ver datos",ADRIANA CARDENAS,61DOL6,146983236,Publicado hace 45 días,67 m² lote,68 m² constr.,1 baño,1 estac.,1 rec.,,A estrenar,Elevador : 1; Alberca; Escuelas Cercanas; Cocina integral; Acceso discapacitados,Seguridad privada,,
130,Inm24,,01/09/2025,Departamento,65m²,1,1,renta,"rentaMN 25,000",,"Prolongación De Las Américas 1905,  Fraccionamiento Colomos Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.708538700000000,-103.378344500000000&zoom=16&markers=20.708538700000000,-103.378344500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=I2ZerVg0CHO0QkRyMKwWNk7tSbQ=&channel=rpfic-i24",Renta Departamento Zona Financiera,"EN RENTA Moderno departamento ¡NUEVO A ESTRENAR! en la zona Financiera de Guadalajara condominio Elysian - High Country, ideal para ejecutivo, parejas con amenidades, áreas comunes e inmejorable ubicación, con cercania a plazas comerciales, tiendas de autoservicios, centros hospitalarios, transporte etc. El dpto cuenta con 65 m2 de construcción privativa, acabados modernos, iluminado con vistas panoramicas de la zona, y espacios que comprende: -Medio baño visitas. -Sala comedor. -Cocina integral equipada (estufa campana). -Barra desayunadora. -sala comedor. -Área de Lavado. -Confortable recamara principal con closet amplio. -Baño completo con closet. SE ENTREGA CON AIRES ACONDICIONADO Y CORTINAS INSTALADAS. AMENIDADES Y SERVICIOS: -Sala de Coworking. -Sala de Juntas. -Sports Bar. -Terraza para asadores. -Área de juegos. -Área Petfriendly. -Áreas verdes. -Alberca climatizada. -Carril de entrenamiento. -Cancha de Pádel. -Gimnasio super equipado. ***CUOTA DE MTTO INCLUIDA*** ¡CONÓCELO! Previa cita.",MAGNA 7,61RB76,147349116,Publicado desde ayer,65 m² lote,65 m² constr.,1 baño,1 estac.,1 rec.,1 medio baño,A estrenar,Elevador : 3; Caseta de guardia; Alberca; Escuelas Cercanas; Mascotas; Cocina integral; Estado de conservación : Excelente; Closet,Area de lavandería; Gimnasio; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Área de Juegos Infantiles; Espacio de co-working,Area de eventos; Salón de usos múltiples; Sótano,Asador; Cancha de tenis; Estacionamientos; Jardín Privado
131,Inm24,,01/09/2025,Departamento,145m²,2,2,renta,"rentaMN 35,000",,"Avenida Juan Palomar y Arias 421,  Monraz, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.681940699999998,-103.393424600000003&zoom=16&markers=20.681940699999998,-103.393424600000003&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=WSDt1qarT1eYSRH4Con216a27mA=&channel=rpfic-i24",Amplio Departamento en Espacio Monraz,"Tu nuevo hogar te espera, un espacio de 145 m² con 2 recámaras, 3 baños y 2 estacionamientos, diseñado para tu confort y estilo de vida. Imagina despertar con vistas panorámicas desde tu balcón, disfrutar de acabados de lujo y tener todo a tu alcance. Aquí encontrarás: *   Comodidad y Estilo: Acabados de lujo, aire acondicionado, cocina equipada y un estudio para tu espacio personal. *   Bienestar y Ocio: Gimnasio, área de juegos infantiles, salón de fiestas y salón de usos múltiples para tus momentos de esparcimiento. *   Seguridad y Tranquilidad: Caseta de guardia, portero, circuito cerrado y seguridad 24 horas para tu total tranquilidad. *   Funcionalidad: Patio de lavado, bodega, cisterna, tanque de gas estacionario y estacionamiento techado. Este departamento no es solo un lugar para vivir, es una experiencia que combina lujo, funcionalidad y una seguridad inigualable. WIG: pVNMAZM",MUNDO INMOBILIARIO,621RM9,147471969,Publicado desde ayer,145 m² lote,145 m² constr.,3 baños,2 estac.,2 rec.,1 medio baño,,Elevador : Si; Caseta de guardia; Cocina integral; Estado de conservación : Excelente,Gimnasio; Aire acondicionado; Área de Juegos Infantiles,Bodega(s) : 1; Estudio; Salón de usos múltiples,
132,Inm24,,01/09/2025,Departamento,85m²,1,1,renta,"rentaMN 28,000",,"Valparaíso 2367,  Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.701594000000000,-103.377018400000000&zoom=16&markers=20.701594000000000,-103.377018400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Tf56lESPkv9zwKiQJZCAEsPSwsY=&channel=rpfic-i24",Departamento en Renta Punto Sau Paulo Providencia,"Hermoso departamento en renta en Punto Sau Paulo en Providencia , una recámara , dos baños y medio , cocina con barra desayunadora , refrigerador, lavadora y secadora, persianas , amenidades alberca , gimnasio, terraza, área para eventos , zona Pet, espacio de coworking , área de asadores. Rodeado de restaurantes Gourmet , oficinas corporativas, bancos , hoteles .",ROSMAR BIENES RAÍCES,10,147100915,Publicado hace 4 días,85 m² lote,85 m² constr.,2 baños,1 estac.,1 rec.,1 medio baño,A estrenar,Elevador : 2; Caseta de guardia; Alberca; Terraza; Cocina integral; Estado de conservación : Excelente,Servicios básicos (agua/luz); Espacio de co-working,,
133,Inm24,,01/09/2025,Departamento,85m²,2,2,renta,"rentaMN 30,000",,"Colomos ,  Providencia, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.695974800000000,-103.380547600000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=GXAwTgc6Iz0XZ0rgWdlKxOu859k=&channel=rpfic-i24",Departamento en Renta en Colomos,"Precioso departamento nuevo en Coloma espacio Providencia a 3 cuadras de Midtown, 2 de Pablo Neruda y 2 de Rubén Dario, con todos los servicios alrededor, como bancos, tiendas de autoservicio, escuelas, restaurantes. Es una torre pequeña con 5 niveles, elevador, seguridad 24 hrs. Cuenta con Lobby, salón de usos múltiples, y terraza al aire libre., Dos recámaras, dos baños, sala comedor, área de lavado, balcón.",CLAUDIA ANGELICA,5T1BTJ,145027789,Publicado hace 71 días,85 m² lote,85 m² constr.,2 baños,2 estac.,2 rec.,,A estrenar,Elevador : 1; Caseta de guardia; Terraza; Acceso discapacitados; Ubicación : Frente; Closet,Internet/Wifi; Seguridad privada; Servicios básicos (agua/luz); Espacio de co-working,,
