id,PaginaWeb,Ciudad,Fecha Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,direccion,ubicacion_url,titulo,descripcion,anunciante,codigo_anunciante,codigo_inmuebles24,tiempo_publicacion,area_total,area_cubierta,banos_icon,estacionamientos_icon,recamaras_icon,medio_banos_icon,antiguedad_icon,Características generales,Servicios
65,Inm24,Gdl,abr-25,Terreno / Lote,,,,venta,"ventaMN 11,270,000",,"calle legalidad,  Rancho Nuevo, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.713623900000000,-103.326491900000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=rMIZkjnzf09tvs16cpmSIPRZrZI=&channel=rpfic-i24",Terreno en Venta en Guadalajara,"¡Terreno en venta ideal para desarrollo en Guadalajara! Gran oportunidad para inversionistas y desarrolladores: terreno con excelente ubicación en zona de alta demanda, perfecto para proyecto habitacional, torre de departamentos o desarrollo comercial.",Inmobiliaria Punto Arpan,60F1ML,146206581,Publicado hace 14 días,,,,,,,A estrenar,,
66,Inm24,Gdl,abr-25,Terreno / Lote,800m²,,,venta,"ventaMN 28,032,200",,"Rinconada DEL Arroyo, Colinas DE SAN Javier , Paseo DEL Valle 600 Int.31-01,  Fraccionamiento Colinas de San Javier, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.777614899999999,-103.421637399999994&zoom=16&markers=20.777614899999999,-103.421637399999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=bMpH5uA39A1MhPNM4JvpWNjOT6o=&channel=rpfic-i24","Terreno en Venta Rinconada del Arroyo, Colinas de San Javier, U.1","Oportunidad única para vivir en uno de los más exclusivos domicilios de la ciudad! terreno en venta en el elegante   y arbolado condominio “Rinconada del Arroyo” el cual cuenta con extraordinaria ubicación en la zona más privilegiada de Guadalajara, el fraccionamiento Colinas de San Javier, el coto colinda con el bosque de Los Colomos, la iglesia de San Josemaría Escrivá de Balaguer y el colegio Liceo del Valle, además goza de cercanía de pocos minutos con la zona ejecutiva de Andares y la zona financiera de Américas.                                                                                                                                                      El terreno de 800.92 M2 de superficie es perfecto para la construcción de una moderna residencia de super lujo destinada   a empresario de muy alto nivel que requiera de privacidad ya que el condominio cuenta con solo 25 unidades privativas y estrictos controles y sistemas de seguridad.                                                                                                                             Un entorno sofisticado y convenientes vías de movilidad a cuadras de distancia: Av. Acueducto, Av. Patria, Av. Pablo Neruda, Alberta, Américas y Montevideo. Seguridad del condominio: * Caseta de ingreso controlado * Vigilancia 24/7 * Barda perimetral * Circuito cerrado Observaciones:                                                                                                                                                                             * En el condominio se cuenta con la opción de 3 terrenos adicionales en venta:                                                                                                                                                                                                                                                     - Unidad privativa No. 2, sup. 802.76 M2                                                                                                                                      - Unidad privativa No. 3, sup. 1,076.05 M2                                                                                                                                   - Unidad privativa No. 4, sup. 804.84 M2 * Por temas de seguridad de los residentes, el interesado en adquirir alguna de las unidades privativas dentro de “Rinconada del Arroyo”, deberá sujetarse a los correspondientes protocolos de investigación y aprobación por parte del comité de seguridad y administrativo del condominio. Muy cerca de todo: * Bosque Los Colomos a 5 minutos                                                                                                                                                  * Iglesia San Josemaría Escrivá de Balaguer a 1 minuto * Plaza Patria y City Market a 7 minutos",Viterra Grupo Inmobiliario,VLA6322482,144243194,Publicado hace 266 días,800 m² tot.,800 m² cub.,,,,,A estrenar,,
67,Inm24,Gdl,abr-25,Terreno / Lote,675m²,,,venta,"ventaMN 16,875,000",,"Av. Topacio,  Fraccionamiento Residencial Victoria, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.642427200000000,-103.395170600000000&zoom=16&markers=20.642427200000000,-103.395170600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=3w76OU27JAWH2MBP5jgwmZaMiLM=&channel=rpfic-i24","Terreno en Venta, Residencial Victoria, Guadalajara","Ubicado en Residencial Victoria, Guadalajara, este terreno ofrece un espacio versátil y con gran potencial de desarrollo. Aprovecha su distribución para un proyecto residencial, desarrollar una exclusiva terraza para eventos privados, un espacio recreativo con alberca o incluso un negocio rentable. Su ubicación estratégica dentro de la ciudad te brinda plusvalía y accesibilidad, rodeado de servicios y con gran conectividad. ¡Un espacio con múltiples posibilidades listo para adaptarse a tu visión! SUPERFICIE: Terreno: 675 m² DISTRIBUCIÓN: 2 recámaras Bodega grande Patio Alberca Cuarto de velador Un baño completo Medio baño UBICACIÓN y ZONAS ALEDAÑAS: Ubicado en una de las zonas más estratégicas de Guadalajara, este terreno se encuentra a solo una cuadra del Teatro Galerías y a pasos de Plaza del Sol y Plaza La Perla, dos de los centros comerciales más importantes de la ciudad. Su acceso inmediato a Av. López Mateos y Av. Mariano Otero garantiza una conectividad inigualable, rodeado de comercios, restaurantes, servicios y vías principales que facilitan la movilidad a cualquier punto de la ciudad. ¡LISTO PARA ESCRITURAR! Orientación: N-S PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-SL7774,145902884,Publicado hace 52 días,675 m² tot.,,,,,,En construcción,,
68,Inm24,Gdl,abr-25,Terreno / Lote,320m²,,,venta,"ventaMN 6,938,000",,"Calderon DE LA Barca 468,  Arcos Vallarta, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.667337899999999,-103.378926699999993&zoom=16&markers=20.667337899999999,-103.378926699999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6Y4f4hRvvzb7BMKwqTd2KNyquMc=&channel=rpfic-i24",Terreno en Venta Arcos Vallarta,"¡Venta de Oportunidad! Esta espaciosa casa, con una superficie de 321 metros cuadrados de terreno, es la oportunidad perfecta para aquellos que buscan un proyecto de construcción a medida. Ubicada en una zona de alta demanda, esta propiedad cuenta con un uso de suelo comercial y habitacional, lo que la convierte en un verdadero tesoro para inversores y emprendedores. Su ubicación privilegiada te brinda acceso directo a una amplia gama de servicios públicos, lo que garantiza una infraestructura sólida y conveniencia para cualquier tipo de desarrollo. Con un valor de $21,613 pesos por metro cuadrado, esta propiedad presenta un precio altamente competitivo, lo que te permite maximizar tu inversión y obtener un rendimiento significativo en el futuro. Su amplitud y distribución flexible permiten la construcción de bodegas, oficinas, locales comerciales o incluso una hermosa casa habitación, adaptándose a tus necesidades y preferencias. Arcos Vallarta es una colonia rodeada de una gran variedad de tiendas, restaurantes, centros educativos y recreativos. No pierdas la oportunidad de adquirir esta propiedad única y convertir tu visión en realidad. Vías de acceso: Av. Circunvalación Agustín Yáñez, Av. Inglaterra, Av. Niños Héroes. Puntos de Referencia: a 5 min. de la Glorieta Minerva, a 5 min. de Centro Magno.",Viterra Grupo Inmobiliario,I24-M-90650154,143618090,Publicado hace 340 días,320 m² tot.,320 m² cub.,,,,,A estrenar,,
69,Inm24,Gdl,abr-25,Terreno / Lote,175m²,2,,venta,"ventaMN 4,800,000",,"Francisco Marquez 1541,  Mezquitan, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.704447900000000,-103.357089300000000&zoom=16&markers=20.704447900000000,-103.357089300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=fSJKOHEgzBBD93mkBXoLH_0iFA8=&channel=rpfic-i24",Terreno en Venta en Mezquitán - Francisco Marquez 1541,"Terreno en venta en la colonia San Miguel Mezquitan, con una superficie de 175 metros cuadrados de terreno. Esta propiedad de dos plantas ofrece un amplio y acogedor espacio para disfrutar. En la planta baja, encontrarás una encantadora terraza techada con barra, perfecta para reuniones al aire libre, además de un jardín que proporciona un ambiente natural y relajante. La planta baja también cuenta con dos baños para mayor comodidad. En la planta alta, se encuentran dos modernos departamentos tipo loft, cada uno con su propio baño completo, lo que ofrece privacidad y confort. La ubicación es ideal, con fácil acceso a avenidas principales como Av. Enrique Díaz de León, Av. Federalismo y a solo unas cuadras de Av. Ávila Camacho, lo que facilita la conexión con diversos puntos de la ciudad. Es una excelente opción para quienes buscan tranquilidad sin alejarse de las comodidades urbanas.",SIERRA PROVIDENCIA,EB-RZ7572,145418815,Publicado hace 109 días,175 m² tot.,175 m² cub.,2 baños,,2 rec.,2 medios baños,A estrenar,,
70,Inm24,Gdl,abr-25,Terreno / Lote,802m²,,,venta,"ventaMN 28,096,600",,"Paseo DEL Valle 600, Colinas DE SAN Javier,  Fraccionamiento Colinas de San Javier, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.777614899999999,-103.421637399999994&zoom=16&markers=20.777614899999999,-103.421637399999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=bMpH5uA39A1MhPNM4JvpWNjOT6o=&channel=rpfic-i24","Terreno en Venta Rinconada del Arroyo, Colinas de San Javier","¡Oportunidad única para vivir en uno de los más exclusivos domicilios de la ciudad! terreno en venta en el elegante   y arbolado condominio “Rinconada del Arroyo” el cual cuenta con extraordinaria ubicación en la zona más privilegiada de Guadalajara, el fraccionamiento Colinas de San Javier, el coto colinda con el bosque de Los Colomos, la iglesia de San Josemaría Escrivá de Balaguer y el colegio Liceo del Valle, además goza de cercanía de pocos minutos con la zona ejecutiva de Andares y la zona financiera de Américas.                                                                                                                                                      El terreno de 802.76 M2 de superficie es perfecto para la construcción de una moderna residencia de super lujo destinada   a empresario de muy alto nivel que requiera de privacidad ya que el condominio cuenta con solo 25 unidades privativas y estrictos controles y sistemas de seguridad.                                                                                                                             Un entorno sofisticado y convenientes vías de movilidad a cuadras de distancia: Av. Acueducto, Av. Patria, Av. Pablo Neruda, Alberta, Américas y Montevideo. Seguridad del condominio: * Caseta de ingreso controlado * Vigilancia 24/7 * Barda perimetral * Circuito cerrado Observaciones:                                                                                                                                                                             * En el condominio se cuenta con la opción de 3 terrenos adicionales en venta:                                                                                                               - Unidad privativa No. 1, sup. 800.92 M2                                                                                                                                                                                                                                                                           - Unidad privativa No. 3, sup. 1,076.05 M2                                                                                                                                   - Unidad privativa No. 4, sup. 804.84 M2 * Por temas de seguridad de los residentes, el interesado en adquirir alguna de las unidades privativas dentro de “Rinconada del Arroyo”, deberá sujetarse a los correspondientes protocolos de investigación y aprobación por parte del comité de seguridad y administrativo del condominio. Muy cerca de todo: * Bosque Los Colomos a 5 minutos                                                                                                                                                  * Iglesia San Josemaría Escrivá de Balaguer a 1 minuto * Plaza Patria y City Market a 7 minutos * Andares y The Landmark a 5 minutos * Plaza Pabellón a 2 minutos",Viterra Grupo Inmobiliario,VLA6323099,144245692,Publicado hace 266 días,802 m² tot.,802 m² cub.,,,,,A estrenar,,
71,Inm24,Gdl,abr-25,Terreno / Lote,2150m²,,,venta,"ventaMN 40,850,000",,"Vicente Suarez  1281,  Mezquitan, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.702473699999998,-103.360888000000002&zoom=16&markers=20.702473699999998,-103.360888000000002&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Gp9v7jyEKz5h1NzmcimYuJjCGqw=&channel=rpfic-i24",Venta Terreno Vivienda Vertical,"SUPERFICIE DE TERRENO: 2,150 MT2 - USO DE SUELO PARA CONSTRUCCIÓN VERTICAL H5 - COEFICIENTE DE UTILIZACIÓN DEL SUELO 6.4 - COEFICIENTE DE OCUPACIÓN DEL SUELO .8 - 56 METROS POR CALLE VICENTE SUÁREZ - HAY OPCIÓN DE ADQUIRIR UNA BODEGA PARA CONECTAR EL TERRENO A LA CALLE IGNACIO RAMÍREZ - HAY OPCIÓN DE ADQUIRIR UNA PROPIEDAD POR LA CALLE MAR BLANCO Y CONECTAR EL TERRENO A LA COLONIA LOMAS DEL COUNTRY ENTORNO - CONECCIÓN CON AVENIDAS PRINCIPALES, ÁVILA CAMACHO Y CIRCUNVALACIÓN - PASO A UNA CUADRA DE LA LÍNEA 4 DEL TREN LIGERO - UBICACIÓN DE GRAN TRANQUILIDAD - CERCA DE PLAZAS COMERCIALES, ESCUELAS, RESTAURANTES, HOSPITALES, FARMACIAS TIENDAS DE CONVENIENCIA, CINES, CASINO, ETC. - ZONA MUY CÉNTRICA CON TODOS LOS SERVICIOS A LA MANO PRECIO Y CONTACTO PRECIO POR METRO CUADRADO: $19,000.- SUPERFICIE 2,150 MT2 VALOR TOTAL: $40,850.000 NO APORTACIÓN. EasyBroker ID: EB-HH0894",H&H ASESORES,EB-HH0894s,144569498,Publicado hace 228 días,2150 m² tot.,2150 m² cub.,,,,,1 años,,
72,Inm24,Gdl,abr-25,Terreno / Lote,1877m²,,,venta,"ventaMN 45,368,400",,"Av. De Los Arcos ,  Jardines del Bosque, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.665388700000000,-103.384436900000000&zoom=16&markers=20.665388700000000,-103.384436900000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=_vW93upQqIBnSISpRqM1J_9GRQI=&channel=rpfic-i24","Terreno en Venta Sobre La Glorieta de Los Arcos del Milenio, Guadalajara","Oportunidad de inversión con gran potencial de proyectar un edificio de departamentos con locales comerciales en este terreno en esquina en una inmejorable ubicación sobre la glorieta de los Arcos del Milenio. SUPERFICIE: Terreno: 1,296.24 m2 Construcción: 571.20 m2 Frente: 27 m Fondo: 45.30 m PLUS/EXTRAS: Excelente ubicación sobre la glorieta de los Arcos del Milenio Uso de suelo comercial Terreno en esquina Cuenta con todos los servicio públicos por parte del municipio Ideal para desarrollo comercial / habitacional Excelente orientación UBICACIÓN & ZONAS ALEDAÑAS: Se encuentra ubicado en la glorieta de LOS ARCOS DEL MILENIO, en la intersección de Mariano Otero, Avenida Arcos y Avenida Lázaro Cárdenas. Se encuentra cercano al Mercado de Abastos, a 1.5 km de la Expo Guadalajara y el RIU, 2.4 kms de la Glorieta Niños Héroes, 3 kms de la Minerva. Dentro de la zona se encuentran todos los servicios como supermercados, restaurantes, escuelas, centros comerciales, centros de salud, etc. ¡LISTO PARA ESCRITURAR! PRECIO + IVA Orientación: S-N PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-PR0155,142951644,Publicado hace más de 1 año,1877 m² tot.,,,,,,En construcción,,
73,Inm24,Gdl,abr-25,Terreno / Lote,40000m²,,,venta,"ventaMN 300,000,000",,"Camichines,  San Miguel de HuentitAn El Alto, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.712440000000000,-103.288310000000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=_HNFCiWa2ZkGpq-5GJBHlqyFbqs=&channel=rpfic-i24","Terreno en Venta en Huentitan, Periferico Norte, Guadalajara","LOTE TIPO REGULAR, ubicado en el Municipio de Guadalajara en la Colonia Huentitán el Alto, sobre el anillo Periférico Norte y a 5 minutos del Zoológico Guadalajara y Selva Mágica. SUPERFICIE: 40,000 m2 Uso de suelo MIXTO, ideal para una plaza comercial, super mercado o también construcción de casas, departamentos y/o naves industriales. El terreno se encuentra legalmente en óptimas condiciones para formalizar la operación. UBICACIÓN Y ZONAS ALEDAÑAS: Sobre Periférico Norte Oriente, A 5 minutos de Calzada Independencia. A un costado de la Barranca de Huentitán. Se encuentra a 5 minutos de Zoológico de Guadalajara y Selva Mágica, así como también cerca de Estadio Jalisco y Plaza de Toros. ¡LISTO PARA ESCRITURAR! Orientación: S-N. EasyBroker ID: EB-NE1170",VECORE Consejeros Inmobiliarios,EB-NE1170,66728053,Publicado hace más de 1 año,40000 m² tot.,,,,,,,,
74,Inm24,Gdl,abr-25,Terreno / Lote,964m²,,,venta,"ventaMN 30,171,000",,"Paseo del Torreón 1568,  Fraccionamiento Colinas de San Javier, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.698215000000001,-103.394721799999999&zoom=16&markers=20.698215000000001,-103.394721799999999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=BBO3dJXlx9nkrnS2MX9N2Xl83xo=&channel=rpfic-i24",Terreno en Venta en Colinas de San Javier,"¡Hola! Te presento un terreno en venta que es simplemente espectacular. Con 964.15 m2  este espacio es ideal para construir la casa de tus sueños. Aquí te dejo lo que lo hace destacar: Características destacadas: - Seguridad: Caseta de guardia, portero y circuito cerrado para que te sientas tranquilo en todo momento. - Mascotas bienvenidas: Perfecto para quienes no quieren dejar a sus amigos peludos atrás. - Espacios comunes: Amplias áreas verdes que invitan a disfrutar del aire libre y la naturaleza. Amenidades agrupadas: - Seguridad integral: Caseta de guardia, portero y circuito cerrado. - Vida familiar: Espacios amplios y amigables para tus mascotas. Este terreno no solo ofrece un lugar para vivir, sino un estilo de vida. ¡No dejes pasar la oportunidad de hacer de este lugar tu nuevo hogar! WIG: pZPnnDM",Guia Excelencia Inmobiliaria,5T4HT8,145114178,Publicado hace 159 días,964 m² tot.,,,,,,,Caseta de guardia,
75,Inm24,Gdl,abr-25,Terreno / Lote,346m²,,,venta,"ventaMN 6,784,123",,"Av. Francisco Sarabia,  Circunvalación Oblatos, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.687180500000000,-103.299657800000005&zoom=16&markers=20.687180500000000,-103.299657800000005&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=eGau0zD-rpfT0HkJanWGPC_ZDVk=&channel=rpfic-i24","Terreno en Venta en Circunvalación Oblatos, Guadalajara","Oportunidad de inversión de terreno que es cabecera de manzana ubicado en la Av. Francisco Zarabia, a tan solo dos cuadras de Av. Circunvalación y a una cuadra de la clínica 110 del  IMSS. El terreno es plano, cuenta con 3 frentes, uso de suelo H4 ideal para pequeño desarrollo vertical, coto o uso mixto. CUS 2 SUPERFICIE: Terreno: 346.50m2 Frente : 17.50 m Fondo: 19.80 m UBICACIÓN Y ZONAS ALEDAÑAS: Se encuentra ubicada en una de las zonas de mayor afluencia en la Colonia Circunvalación Oblatos. A tan solo 1 cuadra de la clínica 110 del IMSS,  centros comerciales como Gran Terraza Oblatos. ¡LISTO PARA ESCRITURAR!. EasyBroker ID: EB-MC4367",VECORE Consejeros Inmobiliarios,EB-MC4367,65726701,Publicado hace más de 1 año,346 m² tot.,,,,,,,,
76,Inm24,Gdl,abr-25,Terreno / Lote,3712m²,,,venta,"ventaMN 48,000,000",,"Marsella,  Americana, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.674590000000000,-103.370140000000000&zoom=16&markers=20.674590000000000,-103.370140000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Vlgg9gVs1g8TJDKyh3IdhPfOTRg=&channel=rpfic-i24","Edificio en Venta en Col. Americana, Guadalajara","¡Imperdible oportunidad de inversión! Ubicado en una de las mejores zonas de Guadalajara, en el cruce de Marsella y Pedro Moreno en la Colonia Americana, “Jardín Marsella” es un excelente proyecto en obra gris conformado por 4 unidades comerciales, 26 departamentos y una explanada pública de acceso controlado. Inversión segura y rentable: Aprovecha esta oportunidad única de formar parte de un proyecto que combina estilo, comodidad y una ubicación inmejorable. SUPERFICIE: 3714m2 9 Niveles en total (PB, Nivel Mixto y terraza) DISTRIBUCIÓN: Proyectado a 9 Niveles en total (PB, Nivel Mixto y terraza) PLANTA BAJA: 2 Locales comerciales de dos pisos y terraza, equipados con lo básico para su adaptación a múltiples giros comerciales 2 Locales comerciales con frente al parque Área de recepción de doble altura a departamentos Espacio público de acceso controlado NIVEL MIXTO: Planta alta de locales comerciales 2 Departamentos 6 NIVELES CON 4 DEPARTAMENTOS EN CADA UNO, TODOS CUENTAN CON UNA AMPLIA TERRAZA EXTERIOR TERRAZA UBICACIÓN y ZONAS ALEDAÑAS: JARDÍN MARSELLA se ubica en uno de los núcleos culturales y sociales más importantes del Área Metropolitana de Guadalajara: la Americana, conocida por su auge como zona habitacional y comercial, gracias a que ofrece a sus habitantes un entorno amigable y juvenil, lleno de actividades y negocios de diversos giros. Orientación: E-O ¡LISTO PARA ESCRITURAR! PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-QO3798,143926573,Publicado hace 305 días,3712 m² tot.,,,,,,En construcción,,
77,Inm24,Gdl,abr-25,Terreno / Lote,1060m²,,,venta,"ventaMN 23,000,000",,"Colonias,  Moderna, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.666770000000000,-103.366220000000000&zoom=16&markers=20.666770000000000,-103.366220000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=vrymKKyGmzOMZU1AJ8hGgSSuSeM=&channel=rpfic-i24","Terreno en Venta en Colonia Moderna, Guadalajara","Oportunidad de inversión con gran potencial de proyectar estratégicamente, frente al hospital # 86 del IMSS, ideal para proyectos comerciales o de servicios. Este terreno es ideal para un edificio de 8 niveles ya sea para departamentos, habitaciones de estancias cortas, farmacias, clínicas, laboratorios , estacionamientos, restaurantes, o cualquier otro negocio que desee aprovechar el flujo constante de pacientes y visitantes en la zona. Este predio cuenta con un anteproyecto para 8 niveles , cuenta también con un estudio de mecánica de suelo. Ideal para el retranqueo. SUPERFICIE: Terreno: 1060.84 m2 Frente y Fondo: 24.11 m Largo: 44 m PLUS/EXTRAS: Directamente frente al seguro social IMSS #89 con acceso fácil y rápido desde avenidas como Chapultepec, circunvalación Agustín Yáñez, calle España, cerca de Niños Héroes. Plusvalía por estar muy cerca del Hospital con mucho potencial de expansión. UBICACIÓN y ZONAS ALEDAÑAS: Se encuentra cerca de rápidas vías de acceso cómo Chapultepec, Niños Héroes, Agustín Yáñez y Mariano Otero. PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-RA2914,144405254,Publicado hace 244 días,1060 m² tot.,,,,,,En construcción,,
78,Inm24,Gdl,abr-25,Terreno / Lote,695m²,,,venta,"ventaMN 27,816,000",,"Calle Circuito Madrigal 1756 Lote 4,  Fraccionamiento Colinas de San Javier, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.700623700000001,-103.401705699999993&zoom=16&markers=20.700623700000001,-103.401705699999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=PQzePefjNY4Cm4NNPgU-78N-q_8=&channel=rpfic-i24",Terreno en Venta en Colinas de San Javier Circuito Madrigal,"¡Hola! Te presento un terreno en venta que es simplemente espectacular. Con 695 m2, este espacio es ideal para construir la casa de tus sueños. Aunque no cuenta con amenidades, su potencial es lo que realmente lo hace destacar. Aquí te dejo algunos detalles que lo diferencian de otras opciones: - Amplio espacio: 695 m2 para diseñar y construir a tu gusto. - Ubicación estratégica: Acceso fácil a vías principales y servicios cercanos. - Entorno tranquilo: Perfecto para disfrutar de la paz y la privacidad. - Flexibilidad de diseño: Sin restricciones de amenidades, puedes crear un hogar único. - Oportunidad de inversión: Un terreno que puede aumentar su valor con el tiempo. Si buscas un lugar donde puedas plasmar tus ideas y vivir a tu manera, este terreno es la opción perfecta. ¡No dejes pasar esta oportunidad! WIG: p5bRstV",Guia Excelencia Inmobiliaria,605PB8,145957838,Publicado hace 45 días,695 m² tot.,,,,,,,,
79,Inm24,Gdl,abr-25,Terreno / Lote,3200m²,,,venta,"ventaMN 178,000,000",,"Terreno en Venta Terraza Oblatos,  Circunvalación Oblatos, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.690921100000000,-103.306303200000002&zoom=16&markers=20.690921100000000,-103.306303200000002&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=YVkyrB45N0OIRHVriQdWZ29kEZs=&channel=rpfic-i24",Terreno en Venta Terraza Oblatos,"terreno comercial ubicado sobre avenida circunvalación oblatos esquina con general Rivas guillen 90 metros de Frente hospitales: clinica 110 del IMSS Restaurantes: KFC, dominos pizza, las alitas, carls jr, subway, toks recreacion: cinepolis y recorcholis (video juegos ) centros comerciales: gran terraza oblatos (liverpool, CyA, Cinepolis, Radio shack, starbucks) super mercados: soriana bancos: banamex, bancomer, santander",Piso 90,EB-FA7767,141891333,Publicado hace más de 1 año,3200 m² tot.,3200 m² cub.,,,,,A estrenar,,
80,Inm24,Gdl,abr-25,Terreno / Lote,7650m²,,,venta,"ventaMN 60,435,000",,"Río Nilo, Vistas del Nilo, Guadalajara,  Vistas Del Nilo, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.644932200000000,-103.296234400000000&zoom=16&markers=20.644932200000000,-103.296234400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=f_bVb0-wZrsJWE33F-B_acMafYs=&channel=rpfic-i24","Terreno en Venta o Aportación, Av Río Nilo, Guadalajara","Inigualable oportunidad de inversión para desarrollo vertical con locales comerciales justo en frente de la Academia de Policía en la Av Río Nilo, esta propiedad está dentro del municipio de Guadalajara. Cuenta con dictámen de uso de suelo, factibilidad de agua, mecánica de suelos incluso un proyecto de desarrollo vertical. La documentación está en regla y se puede aportar hasta el 70% del valor del terreno. SUPERFICIE: Terreno irregular de: 7,650 m2 CUS: 0.7 COS: 4.2 Uso de suelo H4 Vertical UBICACIÓN Y ZONAS ALEDAÑAS: A algunos pasos de Av. Patria y Av. Río Nilo, justo en frente de la Academia de policías. Rodeado de plazas comerciales, supermercados, agencias de autos y escuelas, en una zona totalmente detonada comercial y habitacionalmente. ¡LISTO PARA ESCRITURAR! Orientación: S-N PRECIOS Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO",VECORE Consejeros Inmobiliarios,EB-SB6933,145495426,Publicado hace 100 días,7650 m² tot.,,,,,,En construcción,,
81,Inm24,Gdl,abr-25,Terreno / Lote,4169m²,,,venta,"ventaMN 98,000,000",,"Terreno en Venta  Estadio Jalisco,  Guadalajara Centro, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.707733199999999,-103.324379899999996&zoom=16&markers=20.707733199999999,-103.324379899999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=lMUKPFG3SoJkYI0agnn-zGbZSr4=&channel=rpfic-i24",Terreno en Venta Estadio Jalisco,"terreno de 4169 m2 ubicado en la calzada independencia esquina con calle concordia y justicia restaurantes: la flor de cordoba, cuarto de kilo, pizza hut, burguer king medicina: farmacia guadalajara, ISSSTE recreacion: estadio jalisco (atlas) lineas de transporte: tren ligero y macrobus super mercados: soriana bancos: banorte, santander",Piso 90,EB-FA7722,141891290,Publicado hace más de 1 año,4169 m² tot.,4169 m² cub.,,,,,A estrenar,,
