id,PaginaWeb,Ciudad,Fecha Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,direccion,ubicacion_url,titulo,descripcion,anunciante,codigo_anunciante,codigo_inmuebles24,tiempo_publicacion,area_total,area_cubierta,banos_icon,estacionamientos_icon,recamaras_icon,medio_banos_icon,antiguedad_icon,Características generales,Servicios,Amenidades,Exteriores
11,Inm24,,may-25,Local comercial,42m²,3,,venta,"ventaMN 2,700,000",,"Local comercial en venta sobre Av. Aviación,  Valle Real, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.723683300000000,-103.453711400000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=LIQx7eNPDEs3GXDY5uxzvzC1U-A=&channel=rpfic-i24","Local Comercial en Venta Sobre Av Aviación, Zapopan","¡Local Comercial en Venta sobre Av. Aviación! ¡Oportunidad ideal para inversionistas o emprendedores! Se vende local de 42 m² en una de las avenidas con más flujo peatonal y vehicular de la ciudad. Ubicado en primer piso, sobre Av. Aviación 514, ¡perfecto para montar tu negocio o rentarlo y generar ingresos! Precio: 2,700,000 MXN Ubicación estratégica Listo para operar",ProHomes Guadalajara,13,147421457,Publicado hace 6 días,42 m² lote,42 m² constr.,1 baño,3 estac.,,,A estrenar,Acceso discapacitados,Internet/Wifi,,
12,Inm24,,may-25,Local comercial,42m²,,,venta,"ventaMN 2,700,000",,",  Zapopan Centro, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.710629000000000,-103.457566600000006&zoom=16&markers=20.710629000000000,-103.457566600000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=g3T8hn5DxnMLIFGtb_Leb2WXqrw=&channel=rpfic-i24",Se Vende Local Comercial Sobre Av Aviacion! Excelente Ubicación!,"¡Excelente oportunidad para inversores y emprendedores! Se vende un amplio local comercial ubicado en el primer piso de Av. Aviación 514, una ubicación estratégica con alto tránsito peatonal y vehicular, ideal para diversos tipos de negocios.",C21 PROHOMES,571431--582,146166730,Publicado hace 149 días,42 m² lote,42 m² constr.,,,,,15 años,,,,
13,Inm24,,may-25,Local comercial,275m²,,,venta,"ventaMN 18,000,000",,"AV SANTA MARGARITA  ,  Valle Real, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.729455100000000,-103.434175800000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=bvwg1kMNzkrLELeEj8fxAVFnwXo=&channel=rpfic-i24",Venta de Local Comercial,"LOCAL COMERCIAL EN VENTA UBICADO EN ZONA REAL EN UNA DE LAS PLAZAS MAS GRANDES Y DE MAYOR EXITO EN LA ZONA, PLAZA D´LUCCA, RODEADA DE COTOS RESIDENCIALES, A 5 MINUTOS DEL HOSPITAL REAL SAN JOSÉ, ESCUELAS COMO EL TEC DE MONTERREY, COLEGIO SUBIRE, SUMIT Y EMPRESAS, CUENTA CON INQUILINO CON CONTRATO VIGENTE POR 5 AÑOS POR LO CUAL, RECIBES RENTAS DE FORMA INMEDIATA, NO PUEDES PERDER ESTA GRAN OPORTUNIDAD.",KIVA Inversión Inmobiliaria Integral,60I1SB,146287751,Publicado hace 131 días,381 m² lote,275 m² constr.,,,,2 medios baños,6 años,Elevador : 1; Acceso discapacitados,Aire acondicionado; Seguridad privada; Seguridad contra incendios,,
14,Inm24,,may-25,Local comercial,281m²,,,venta,"ventaMN 154,550",,"Av Americas,  Country Club, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.703072441569567,-103.375864566131610&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Y9pqVPWxdM0ryp4sctPEOoaczsw=&channel=rpfic-i24","Local en Renta Torre 500, Av Americas Country Club, Guadalajara","Local en Renta Torre 500, Av. Americas Country Club, Guadalajara - Nivel Restaurante 2 - 281m2 - Totalmente Equipado *$550 por m2* *Mantenimiento: $65m2",Gaant Grupo Inmobiliario,EB-UA7035,147408361,Publicado hace 7 días,281 m² lote,281 m² constr.,,,,,A estrenar,,,,
15,Inm24,,may-25,Local comercial,300m²,,,venta,"ventaMN 6,850,000",,"Av. 5 de Febrero,  San Carlos, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.661200000000000,-103.343999999999994&zoom=16&markers=20.661200000000000,-103.343999999999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=WFLzb4ov3sMXX_N1zjJ3mj3fReg=&channel=rpfic-i24",Local en Venta en 5 de Febrero - (4),"¡OPORTUNIDAD DE INVERSIÓN! Se vende amplio local comercial en zona estratégica de alto flujo vehicular y peatonal, ideal para negocios de gran visibilidad. Ubicación privilegiada: • Sobre Avenida 5 de Febrero, atrás de la Central Camionera Vieja • A unos pasos del Parque Agua Azul • Rodeado de comercios, transporte público y gran afluencia de clientes potenciales Superficie: 330 m⊃2; Espacios amplios y versátiles Excelente exposición sobre avenida principal Perfecto para franquicias, tiendas de conveniencia, oficinas, restaurantes o bodegas comerciales Precio a negociar Contáctanos hoy mismo para más información y agendar tu visita. (4)",REMAX VISION,614094,144148961,Publicado hace más de 1 año,330 m² lote,300 m² constr.,1 baño,,,,1 años,,,,
16,Inm24,,may-25,Local comercial,190m²,,,venta,"ventaMN 9,700,000",,"Av. La Paz 2530,  Arcos Vallarta, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.672437300000000,-103.380795700000000&zoom=16&markers=20.672437300000000,-103.380795700000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=UA1Km2LsF0PnI77Lfp10BMjFKek=&channel=rpfic-i24",Local en Venta La Paz,"¡Oportunidad única! Local comercial en La Paz! Ubicado en planta baja dentro del exclusivo desarrollo La Paz Living, este local comercial de 189.81 m² ofrece una excelente oportunidad de inversión con una ubicación privilegiada. Su diseño incluye una amplia terraza y patio trasero, ideales para diversos giros comerciales. Características del local: Superficie total: 189.81 m² Ubicación estratégica en planta baja 2 baños con lavabos y WC Cocina con trayectoria de desfogue indicada Terraza y patio con iluminación y acabados en pintura Especificaciones de entrega: Cancelería de acceso y piso en la entrada del local Interior del local y terraza sin firme ni piso (para personalizar) Muros interiores sin recubrimiento (para adecuaciones según el giro) Sin plafón (flexibilidad para el diseño interior) Extracción incluida en baños (sin extracción de cocina, pero con guía de desfogue) Toma de gas incluida (sin cilindro) No se entrega tubería para HVAC, pero se considera la ubicación de los equipos ¡Contáctanos para más información y agenda tu visita hoy mismo!",INMOBILIARIA DSC,EB-SS9275,146094323,Publicado hace 156 días,190 m² lote,190 m² constr.,,,,2 medios baños,A estrenar,Acceso discapacitados,,,
17,Inm24,,may-25,Local comercial,131m²,6,,venta,"ventaMN 3,370,000",Mantenimiento MN 600,"Villa Juarez · 1757,  Ciudad Bugambilia, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.614611600000000,-103.447451500000000&zoom=16&markers=20.614611600000000,-103.447451500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=x-9wre0wezBZIC-KRd548QfRosw=&channel=rpfic-i24",Local Comercial en Venta Zapopan Jalisco,"Local comercial en el Edificio URIA, Fracc. La Avellana, cerca de Ciudad Buganbilias, muy amplio de 131.38 m2. Con 2 medios baños y la posibilidad de dividir en 2 ò más para su renta, y también modificar su distribución para rentar varios locales chicos, con disponibilidad de energía eléctrica suficiente, servicios de telefonía y datos de Axtel, IZZI ò Telmex, 6 cajones de estacionamiento exclusivo. Excelente zona con aproximadamente 400 viviendas en 4 condominios al frente, otro al lado y 61 departamentos en el edificio URIA a 5 minutos de periférico y López Mateos. Excelente inversión para negocio ò renta, tambien poede ser oficinas ò consultorios. Citas para mostrar y Ventas directo = Ver datos 52 = Desarrollos Zuhaus.",JESUS ADRIAN CAMACHO DIAZ,A-1 URIA,55790774,Publicado hace más de 1 año,170 m² lote,131 m² constr.,,6 estac.,,2 medios baños,A estrenar,Elevador : 1; Acceso discapacitados; M&sup2; de frente : 10; M&sup2; de fondo : 13,Internet/Wifi; Seguridad privada,,
18,Inm24,,may-25,Local comercial,356m²,,,venta,"ventaMN 21,660,000",,"CALLE SANTA MÓNICA COL. CENTRO,  Guadalajara Centro, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.687250700000000,-103.349602600000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=ynWygK5-lBg2bvaXoW5f4qAYOO4=&channel=rpfic-i24","Guadalajara, Jalisco",Niveles de construcción 3. Medio de contacto vía WhatsApp Ver datos Documentación en Regla. $ Ver datos MÁS + I.V.A.,ROBERTO,2IGFEO,63625944,Publicado hace más de 1 año,867 m² lote,356 m² constr.,2 baños,,,,23 años,,,,
19,Inm24,,may-25,Local comercial,76m²,,,venta,"ventaMN 5,200,000","Mantenimiento MN 1,000","Avenida Cubilete 152,  Chapalita Sur, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.658510500000000,-103.402123200000000&zoom=16&markers=20.658510500000000,-103.402123200000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=kMLk8tk7CoIEUPs05EQnslncjrw=&channel=rpfic-i24",Local en Venta /renta,"Local en Chapalita Sur, sobre la calle Cubilete #152. Está en el frente de un proyecto de usos mixtos de 15 departamentos. Nivel socioeconómico de la zona C (ingresos de 24,000 a 59,999) y C más (ingresos de 60,000 a 133,999) . En obra gris y listo para entregar. Un proyecto de Barragán Moreno.",BARRAGAN MORENO,61MK95,147222275,Publicado hace 27 días,76 m² lote,76 m² constr.,,,,2 medios baños,A estrenar,Acceso discapacitados; Fecha disponible : Inmediata,,Bodega(s) : 1,
20,Inm24,,may-25,Local comercial,190m²,,,venta,"ventaMN 10,115,050",,"Av. del Ejercito al 1336,  Quinta Velarde, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.640122900000001,-103.316021000000006&zoom=16&markers=20.640122900000001,-103.316021000000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=vczm2xG_be8MPoLLDWcWHH-YTF0=&channel=rpfic-i24",Local en Preventa en Principia Living Distric,"Locales en preventa ubicados en Av. Del ejercito #1336, rodeada de vialidades principales como Av. Revolución ,calzada olímpica entre otras. Zona altamente consolidada al estar rodeada por comercios y servicios tales como bancos, restaurantes, supermercados, etc. Proyecto de 2 niveles , con 13 unidades, 2 escaleras y un elevador.",ESPACIO 360 ASESORES INMOBILIARIOS,EB-QJ9943,146341820,Publicado hace 125 días,190 m² lote,190 m² constr.,,,,,A estrenar,,,,
21,Inm24,,may-25,Local comercial,241m²,3,,venta,"ventaMN 13,200,000",,"Av. Patria No. 499-b, Col. Lomas del Seminario,  Lomas Del Seminario, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.667733200000000,-103.424063000000003&zoom=16&markers=20.667733200000000,-103.424063000000003&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=PwSXzRbOasYfUWIl1zOkcWXla_M=&channel=rpfic-i24","Estupendo Local en Venta, Sobre Av Patria, 242 m², 3 Autos, Cerca Av Guadalupe","¡Atención inversionistas!, local comercial en venta con inmejorable ubicación en Av. Patria en la colonia “Lomas del Seminario”, a solo una cuadra de la Av. Ludwig Van Beethoven y a 6 cuadras de Av. Guadalupe. El local con una superficie de terreno de 226.89 M2 y 241.80 M2 de construcción (8 M frente X 28 M fondo),  es perfecto para giro de “Restaurante-Bar”, ya que cuenta con las áreas necesarias para su correcta operación: estacionamiento (3 cajones), terraza exterior con vista a la calle, salón comedor, área de bar, sanitarios para clientes, cocina y área de trabajo y refrigeración, bodega y cámara de refrigeración en sótano y oficina administrativa con medio baño y área de almacenaje en piso superior. Convenientes vías de movilidad y transporte público a pasos de distancia como lo son las avenidas: Patria, Ludwig Van Beethoven, San Luis Gonzaga, Guadalupe, Manuel J. Clouthier y Rafael Sanzio, facilitando así el traslado de clientes, proveedores y empleados de manera rápida y eficiente. Observaciones: * El local actualmente cuenta con un inquilino de giro “Restaurante” Wingman (próximo a vencer contrato) y tiene como comercio vecino un “Super La Playa”. Muy cerca de todo: * Plaza Cordilleras a 5 minutos * Club Atlas Chapalita a 5 minutos * UNIVA a 5 minutos * Plaza Galerías a 7 minutos * Parque Metropolitano a 7 minutos * Concentro a 10 minutos * Ciudad Judicial a 12 minutos * Universidad Panamericana a 8 minutos * La Gran Plaza a 7 minutos * Hospital Real San José Chapalita a 8 minutos * Hospital Santa Maria Chapalita a 7 minutos * Cámara de Comercio de Guadalajara a 8 minutos",Viterra Grupo Inmobiliario,VLO7143733,147495163,Publicado hace 2 días,226 m² lote,241 m² constr.,,3 estac.,,3 medios baños,15 años,,,,
22,Inm24,,may-25,Local comercial,128m²,2,,venta,"ventaMN 3,242,805",,"Jose Luis Verdia 193 Local 02,  Barrio San Juan de Dios, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.669483600000000,-103.336426700000000&zoom=16&markers=20.669483600000000,-103.336426700000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=PXTTM5aY0g1IssD6fFoRE_zff-E=&channel=rpfic-i24","Local Venta, Mossaica Habitat Analco, Guadalajara.","Este local se encuentra en un desarrollo habitacional, Mossaica Habitat Analco con alta demanda de servicios y productos. El local tiene una superficie total de 128.29 m2, con una forma rectangular que permite una facil distribución de los espacios. Ideal para negocios y servicios que buscan una ubicación estrategica, como restaurantes y cafeterias. Cuenta con terraza de comercio y un almacen en sotano para mejor conservación de materiales o herramientas. Aprovecha esta gran oportunidad de inversión en el corazon de la ciudad de Guadalajara. Precio sujeto a cambio sin previo aviso. PL. CLV-OP217",Remax Activa,CLV-OP217,146819677,Publicado hace 71 días,127 m² lote,128 m² constr.,,2 estac.,,3 medios baños,A estrenar,Elevador : 1; Caseta de guardia,,Bodega(s) : 1,
