id,PaginaWeb,Ciudad,Fecha_Scrap,tipo_propiedad,area_m2,recamaras,estacionamientos,operacion,precio,mantenimiento,direccion,ubicacion_url,titulo,descripcion,anunciante,codigo_anunciante,codigo_inmuebles24,tiempo_publicacion,area_total,area_cubierta,banos_icon,estacionamientos_icon,recamaras_icon,medio_banos_icon,antiguedad_icon,Caracteristicas_generales,Servicios,Amenidades,Exteriores,__origen_archivo,__fuente_periodo,Colonia,longitud,latitud,Banos_totales,missing_area_m2,zero_area_m2,missing_precio,zero_precio,missing_mantenimiento,zero_mantenimiento,missing_recamaras,missing_estacionamientos,missing_area_total,zero_area_total,missing_area_cubierta,zero_area_cubierta,missing_banos_icon,missing_medio_banos_icon,missing_estacionamientos_icon,missing_recamaras_icon,missing_Banos_totales,missing_tiempo_publicacion
Cas-007M-235_04-05-02_INVER-10348-20727,Inm24,Desconocido,01/09/2025,Cas,235.0,4.0,2.0,Ven,7950000.0,,"Parques Vallarta, coto Acacia,  Fraccionamiento Solares, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.727396200000000,-103.481472800000000&zoom=16&markers=20.727396200000000,-103.481472800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=SCz58kk39hetsT0Fnan27oHa7Mc=&channel=rpfic-i24",Casa Nueva en Venta con Roof Garden en Parques Vallarta en Zapopan,"Hermosa residencia con amplios espacios, acabados de lujo y Roof Garden. Ubicada en coto con Casa Club, alberca, terraza para eventos, asadores, juegos infantiles, hermosas áreas verdes y vigilancia 24/7. El Fraccionamiento tiene un parque central con hermosas áreas verdes para disfrutar de la naturaleza. En planta baja tiene cochera para 2 autos, sala, comedor, amplio estudio con baño completo, que puede ser una recámara ya que tiene espacio para closet. Tiene una hermosa y elegante cocina con barra de cuarzo blanco, equipada con hornos y parrilla. Amplia sala comedor con un gran ventanal con acceso al jardín. En segundo nivel tiene 3 recámaras muy amplias cada una con baño y vestidor. Todas con preparación para aire acondicionado. Área de lavado y closet de blancos. Espectacular escalera con herrería. La altura de los techos es de 2.90 m. En tercer nivel tiene un agradable espacio que puede ser sala de juegos o recámara ya que tiene baño completo. Además, tiene Roof Garden con 2 terrazas y con lindas vistas. Los acabados son de alta calidad, carpintería de Encino Americano, granito en baños y cocina, iluminación led, cristal templado en baños, monomandos y accesorios de la mejor calidad.",INVERCLASS GRUPO INMOBILIARIO,3LLM9J,90497089,,165.0,235.0,5.0,2.0,4.0,,0,Caseta de guardia; Alberca; Escuelas Cercanas; Mascotas; Niveles construidos : 3; Cocina integral; Estado de conservación : Excelente; Closet,Internet/Wifi; Seguridad privada; Servicios básicos (agua/luz); Área de Juegos Infantiles,Bodega(s) : 1; Estudio; Area de eventos; Cuarto de TV,Asador; Jardín Privado,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.481473,20.727396,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Cas-007M-245_05-05-02_INMOB-10347-20730,Inm24,Desconocido,01/09/2025,Cas,245.0,5.0,2.0,Ven,7995000.0,,"Soare 3 coto altanza ,  Fraccionamiento Solares, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.730569800000000,-103.474273600000000&zoom=16&markers=20.730569800000000,-103.474273600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=oVXlazljpYK8AChu16hLXOcKJXY=&channel=rpfic-i24","Casa en Venta en Coto Soare III Altanza, Fraccionamiento Solares, Zapopan","Nueva, Elegante, Moderna, Casa en Solares, Coto Soare III Altanza, vive en una de las mejores zonas de Zapopan, la casa cuenta con espacios amplios y mucha iluminación, diseñados para que tu familia tenga lo mejor, tiene 144 m2 de terreno y 244 de construcción, propiedad libre de gravamen, lista para escriturar, aceptamos créditos bancarios. Distribución: *Planta Baja: Sala Comedor Cocina equipada con acabados de madera natural con barra de granito, concepto abierto. Estudio o recamara de visitas (adultos mayores) Baño Completo Área de lavado Cochera para 2 autos *Planta Alta: Recamara Principal con baño, vestidor y balcón 2 recamaras con baño cada una (1 rec. con vestidor) Closet de blancos *Roof Garden: Área TV o posible 5ta recamara. Baño completo Terraza con barra Área para equipos especiales (calentador solar, paneles solares, aires acondicionados, etc). Acabados: Pisos porcelánicos importados formato 60x120 Carpintería: Banak natural Cubiertas de baños: Granito natural Escalera: Mármol Iluminación: LED Tanque estacionario 180 lts Cisterna 5,000 lt Presurizador Preparación para aire acondicionado en diferentes áreas de la casa. Amenidades: El coto cuenta con seguridad 24/7, dos casetas de ingreso una por Ramon Corona y la otra por Av. Paseo Solares. Casa club con alberca climatizada, GYM, baños, terrazas, cuartos de juegos, juegos infantiles.",INMOBILIARIA  PUNTO BROKER,6051RF,145936725,178.0,144.0,245.0,5.0,2.0,5.0,,0,Caseta de guardia; Alberca; Terraza; Escuelas Cercanas; Niveles construidos : 3; Cocina integral; Closet,Area de lavandería; Gimnasio; Seguridad privada; Área de Juegos Infantiles,Estudio; Area de eventos,Balcón(es) : 1; Jardín Privado,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.474274,20.73057,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cas-007M-218_03-03-02_Maria-10348-20727,Inm24,Desconocido,01/09/2025,Cas,218.0,3.0,2.0,Ven,7390000.0,,"Coto acacias,  Bosques Vallarta, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.727396200000000,-103.481472800000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=qwf5WajRWBHE-xpMsUQ8jTnKx_Q=&channel=rpfic-i24",Casa en Venta Parques Vallarta,"3 recámaras 3 baños 2 estacionamientos 218 m² de construcción 164 m² de terreno Año de construcción: A estrenar Aprovecha esta increíble oportunidad para estrenar esta hermosa casa en Parques Vallarta a un irresistible precio y una ubicación privilegiada, se encuentra en coto privado con seguridad las 24 horas y cerca de la casa club, cuenta con área para sala, comedor,cocina,terraza, 3 habitaciones y Roof Garden",Maria Jose Palafox,6117FT,146643779,93.0,164.0,218.0,3.0,2.0,3.0,1.0,0,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.481473,20.727396,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cas-008M-202_03-04-02_Cuéll-10347-20732,Inm24,Desconocido,01/09/2025,Cas,202.0,3.0,2.0,Ven,8500000.0,,"PASEO SOLARES,  Fraccionamiento Solares, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.732695290642884,-103.476705416577150&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=8MpSQZq71pASVGhbQMU0SNqxyyk=&channel=rpfic-i24","Casa en Venta en Solares, Privanza Habitat, Zapopan, Jalisco.","CASA EN VENTA SOLARES, ZAPOPAN ¡Entrega inmediata! Vive con estilo y confort en una de las zonas más exclusivas de Zapopan. Esta hermosa residencia de 3 niveles combina diseño moderno, acabados de gama alta y espacios funcionales ideales para tu familia. Primer Piso: • Sala y comedor amplios • Cocina integral completamente equipada • Terraza con salida desde el área social • Medio baño para visitas • Bodega • Cuarto de servicio Segundo Piso: • 3 recámaras con baño completo y clóset • Recámara principal con walking clóset Tercer Piso: • Cuarto multiusos con medio baño (ideal para oficina, estudio o sala de TV) • Terraza tipo rooftop con hermosas vistas y tarja (perfecta para reuniones) Datos generales: • Terreno: 131 m² • Construcción: 202 m² • Estacionamiento para 2 autos Amenidades de la privada: • Alberca y camastros • Casa club • Seguridad 24/7 • Estacionamiento para visitas Ubicación privilegiada en Privanza Hábitat, Solares, rodeada de las mejores escuelas y universidades de la zona, con excelente conectividad y alta plusvalía. Ideal para familias que buscan comodidad, seguridad y calidad de vida. Nota: La información, disponibilidad y precio pueden cambiar en cualquier momento.",Cuéllar Inmobiliaria,618C0G,146836816,72.0,131.0,202.0,3.0,2.0,3.0,2.0,0,Caseta de guardia; Alberca; Terraza; Cuartos de servicio; Niveles construidos : 0; Cocina integral,Desconocido,Bodega(s) : 1; Area de eventos,Jardín Privado,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.476705,20.732695,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cas-008M-240_04-05-02_INVER-10347-20725,Inm24,Desconocido,01/09/2025,Cas,240.0,4.0,2.0,Ven,8450000.0,,"Coto Cedro, Parques Vallarta,  Fraccionamiento Solares, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.725867900000000,-103.478089900000000&zoom=16&markers=20.725867900000000,-103.478089900000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=khVOiq80q1yj1sVoBEr72qZeiB4=&channel=rpfic-i24",Casa Nueva en Venta en Parques Vallarta Dentro de Coto,"Hermosa residencia con amplios espacios, acabados de lujo y Roof Garden con hermosas vistas al parque y al Bosque de la Primavera; ya que colinda con el parque central del Fraccionamiento. Ubicada dentro de coto con acceso exclusivo al parque central y Casa Club con alberca, terraza para eventos, asadores, juegos infantiles, hermosas áreas verdes y vigilancia 24/7. El Fraccionamiento tiene un parque central con hermosas áreas verdes para disfrutar de la naturaleza. En planta baja tiene cochera para 2 autos, sala, comedor, amplio estudio con baño completo, que puede ser una recámara ya que tiene espacio para closet. Tiene una hermosa y elegante cocina con barra de granito, equipada con hornos, parrilla y cava con enfriador para vinos. Amplia sala comedor con un gran ventanal con acceso al jardín con una agradable vista al parque. En segundo nivel tiene 3 recámaras muy amplias cada una con baño y la principal con vestidor y doble lavamanos. Todas con preparación para aire acondicionado. Área de lavado y closet de blancos. Espectacular y elegante escalera de madera con cristal templado. En tercer nivel tiene un agradable espacio que puede ser sala de juegos o recámara ya que tiene baño completo. Además, tiene Roof Garden con 2 terrazas y con linda vista al parque y al Bosque de La Primavera. Los acabados son de alta calidad, carpintería de Encino Americano, mármol en baños, iluminación led, cristal templado en baños, regaderas de hidromasaje, monomandos y accesorios de la mejor calidad. Precio y disponibilidad sujetos a cambios sin previo aviso.",INVERCLASS GRUPO INMOBILIARIO,60A504,146074504,159.0,165.0,240.0,5.0,2.0,4.0,,0,Caseta de guardia; Alberca; Terraza; Escuelas Cercanas; Mascotas; Niveles construidos : 3; Cocina integral; Estado de conservación : Excelente; Closet; Frente a Parque,Internet/Wifi; Seguridad privada; Servicios básicos (agua/luz); Área de Juegos Infantiles,Estudio; Area de eventos; Cuarto de TV,Asador; Jardín Privado,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.47809,20.725868,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cas-005M-130_04-04-02_TopGr-76297-03537,Inm24,Desconocido,01/09/2025,Cas,130.0,4.0,2.0,Ven,5490000.0,,"palmira #,  Fraccionamiento Valle Imperial, Zapopan","https://maps.google.com/maps/api/staticmap?center=3.537858700000000,-76.297237000000010&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Zw7ztDSTj93z9viuwJdlEWuNszY=&channel=rpfic-i24","Casa en Venta, Coto Castaños, Valle Imperial, Zapopan, Jalisco","Esta hermosa casa combina estilo, comodidad y seguridad en uno de los cotos más exclusivos de la zona. Ubicada en una comunidad con acceso controlado, áreas verdes, seguridad 24/7 y ambiente familiar. Características principales: • 4 recámaras amplias, la principal con baño completo y vestidor. Una de ellas en planta baja con baño completo. • 4 baños con acabados modernos • Cocina muy grande equipada • Sala y comedor con excelente iluminación natural • Jardín/terraza ideal para tus reuniones • Cochera para 2 autos • Área de lavado Ideal para quienes buscan vivir con tranquilidad, en una zona en crecimiento, con todos los servicios y vías de acceso cercanas. Te va a encantar la vista frente a parque y a la alberca, agenda tu cita Cuenta con gravamen bancario, se puede adquirir con crédito bancario e INFONAVIT CAROLINA",Top Grupo Inmobiliario,EB-SX7985,146557171,102.0,,130.0,4.0,2.0,4.0,,2,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-76.297237,3.537859,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Cas-012M-380_04-04-04_MAHOB-10347-20713,Inm24,Desconocido,01/09/2025,Cas,380.0,4.0,4.0,Ven,12600000.0,4000.0,"Carretera Nogales # 9005 ,  Fraccionamiento Diana Nature Residencial, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.713307200000000,-103.476001400000000&zoom=16&markers=20.713307200000000,-103.476001400000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=BhxeVksQ_E2nf2OeJPJVXSz-05I=&channel=rpfic-i24",Casa Venta Fraccionamiento Diana Natura Zapopan Jalisco,"Residencia en Venta en Diana Natura, Zapopan Jalisco . PRECIO ABAJO DE AVALÚO COMERCIAL, NEGOCIABLE . Residencia con una espectacular vista sobre la colina dentro de un exclusivo fraccionamiento, hecho para brindarte paz a través del increíble Bosque de la Primavera. Ideal para personas que busquen un fraccionamiento seguro, moderno y que busquen disfrutar de su hogar, con accesibilidad rápida a escuelas como el Tec de Monterrey, Instituto Ciencias, Colegio Franco Mexicano. Así como zonas de trabajo cómo Technology Park, Nogales Park, Zona industrial Nextipac o trabajos cercanos a Av. Aviación. Amplia cochera para 4 vehículos Recibidor a doble altura DISTRIBUCIÓN PLANTA BAJA: Sala Comedor Cocina con amplia alacena Terraza con amplio jardín rodeando la casa Área para asador y baño de servicio Cuarto de servicio con baño completo Patio Área de lavado DISTRIBUCIÓN PLANTA ALTA: Recámara principal con walking closet y baño completo. 3 Recámaras secundarias con closet vestidor y dos baños. AMENIDADES: Espectacular casa club con vista al bosque Terraza Gimnasio Cancha de Tenis Bar con vista al bosque Comedor para eventos Área de asadores Juegos infantiles de primer nivel Estacionamiento para visitas Amplias áreas verdes Alberca Jacuzzi Área de vestidores con regaderas Vapores y cuartos de masaje Seguridad 24/7 Recepción UBICACIÓN Y ZONAS ALEDAÑAS: Diana Natura, además de ser un fraccionamiento al lado del Bosque de la Primavera, se encuentra a 5 minutos de Technology Park, uno de los parques industriales más importantes trasnacionales de la ZMG, así como Nogales Park, y muchos más. Ubicado sobre la salida de Av. Vallarta, cuenta con acceso rápido al Tec de Monterrey a 15 minutos máximo. Plaza Andares está ubicada a 13 minutos de Plaza Andares, 8 minutos de Plaza Galerías, y 5 minutos de Periferico y Av. Vallarta (Sin tráfico). ¡LISTA PARA ESCRITURAR! TODA LA INFORMACION PROPORCIONADA Y DISPONIBILIDAD ESTA SUJETA A CAMBIO SIN PREVIO AVISO. CONFORME AL APARTADO 5 DE LA NOM. 247, SE INFORMA QUE TODAS LAS MEDIDAS ENUNCIADAS SON MERAMENTE ORIENTATIVAS, LAS MEDIDAS EXACTAS SERAN LAS QUE SE EXPRESEN EN EL RESPECTIVO TITULO DE PROPIEDAD DE CADA INMUEBLE. LOS PRECIOS ENUNCIADOS SON MERAMENTE ORIENTATIVOS Y NO CONTRACTUALES. EN ESTE PRECIO PUBLICADO DE VENTA NO ESTAN CONSIDERADOS COSTOS Y GASTOS ADICIONALES DE COMPRA COMO SON: COSTO DE ESCRITURACION, IMPUESTOS, DERECHOS, CERTIFICACIONES, HONORARIOS NOTARIALES, AVALUOS, IMPUESTO POR TRASLADO DE DOMINIO E INSCRIPCIONES EN REGISTRO PUBLICO DE LA PROPIEDAD. EN CASO DE ADQUIRIR EL INMUEBLE CON ALGUNA INSTITUCIÓN QUE OTORGUE CREDITOS, ADICIONAL, SE DEBERAN DE TOMAR EN CUENTA COSTOS POR APERTURA DE CREDITO, SEGUROS Y AVALUOS. TODAS LAS FOTOS, IMAGENES Y VIDEOS SON MERAMENTE ILUSTRATIVOS Y NO CONTRACTUALES. EL MOBILIARIO, ARTE Y TODOS LOS OBJETOS DE DECORACION NO ESTAN INCLUIDOS EN EL PRECIO DE VENTA.",MAHO BIENES RAICES,61B33N,146909813,62.0,550.0,380.0,4.0,4.0,4.0,1.0,10,Caseta de guardia; Chimenea; Alberca; Terraza; Cuartos de servicio; Escuelas Cercanas; Mascotas; Niveles construidos : 2; Cocina integral; Estado de conservación : Excelente; Closet,Area de lavandería; Gimnasio; Internet/Wifi; Línea blanca; Aire acondicionado; Seguridad privada; Servicios básicos (agua/luz); Área de Juegos Infantiles; Espacio de co-working,Bodega(s) : 1; Estudio; Patio; Cuarto de TV; Oficina,Balcón(es) : 1; Jardín Privado,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.476001,20.713307,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cas-008M-270_05-05-02_CERTE-10347-20726,Inm24,Desconocido,01/09/2025,Cas,270.0,5.0,2.0,Ven,8950000.0,,"Paseo de la Estrella 3652,  Bosques Vallarta, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.726671685997530,-103.479235798286450&zoom=16&markers=20.726671685997530,-103.479235798286450&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=2jN9vgJccnFrJ5T0kkPBpfGNrf8=&channel=rpfic-i24","Casa en Venta Parques Vallarta, Zapopan Jalisco","Casa en Venta Parques Vallarta Zapopan Jalisco Casa nueva en venta en fraccionamiento Parques Vallarta en coto Galeana, con excelente ubicación a 3 minutos del Instituto de Ciencias y colegio Subiré, a 10 minutos de Plaza Galerías 15 minutos de Andares cuenta con: PLANTA BAJA -Cochera 2 autos -Estudio o recámara para adulto mayor. -Baño completo -Estancia, comedor y cocina -Terraza y jardín PLANTA ALTA: -Recámara principal con baño completo y vestidor. -2 recámaras secundarias con baño completo y clóset cada una. -Cuarto de lavado -Armario de blancos ROOF TOP: -Estar en TV amplia -Baño completo -Armario, -Ventana con vista al frente -Terraza con piso antiderrapante equipada con pergolado. -Barra cubierta de granito y tarja -Salida a área de servicios por la parte posterior al estar de TV Comodidades: -Casa Club -Alberca -Regaderas -Baños -Seguridad 24/7 Casa en venta Zapopan Jalisco",CERTERA Grupo Inmobiliario,5TM992,145592372,217.0,165.0,270.0,5.0,2.0,5.0,,en construcción,Caseta de guardia; Alberca; Terraza; Escuelas Cercanas; Cocina integral; Estado de conservación : Excelente; Closet,Seguridad privada,Estudio; Patio,Jardín Privado,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.479236,20.726672,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cas-009M-157_03-03-02_ZMGIn-10347-20732,Inm24,Desconocido,01/09/2025,Cas,157.0,3.0,2.0,Ven,9827000.0,,"Paseo solares,  Fraccionamiento Solares, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.732695290642884,-103.476705416577150&zoom=16&markers=20.732695290642884,-103.476705416577150&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=77g_TYIOfh0WMY13IDM3GdtBBm0=&channel=rpfic-i24",Casa en Venta Zona Solares,"Ubicada en unos de los fraccionamientos de mayor plusvalía de la zona con acceso rápidos , escuelas, hospitales y plazas comerciales Cocina integral con granito 3 recamaras con baño completo c/u la principal con vestidor recibidor con doble altura Roof Garden con baño completo los mejores terminados pisos cerámicos españoles herrajes de importación Carpintería de Encino importado construcción con ladrillo *Sujeto a cambios de precio sin previo aviso * Imágenes pueden variar en tonalidades a las reales.",ZMG Inmobiliaria,EB-QY4459,145235650,275.0,218.0,157.0,3.0,2.0,3.0,1.0,0,Caseta de guardia; Terraza; Cuartos de servicio; Escuelas Cercanas; Mascotas; Niveles construidos : 1; Cocina integral; Estado de conservación : Excelente; Closet,Area de lavandería; Internet/Wifi; Seguridad privada; Servicios básicos (agua/luz),Estudio; Patio; Area de eventos; Cuarto de juegos; Cuarto de TV; Oficina,Balcón(es) : 1; Jardín Privado,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.476705,20.732695,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cas-007M-942_03-03-06_CasaA-10344-20833,Inm24,Desconocido,01/09/2025,Cas,942.0,3.0,6.0,Ven,7000000.0,5500000.0,"Prolongación Garzas 5,  Las Golondrinas, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.833364474399999,-103.446686294700000&zoom=16&markers=20.833364474399999,-103.446686294700000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=9IOO1TNYYD8PHiQ7yFXkjOPkobs=&channel=rpfic-i24",Casa en Coto en Colonia Las Golondrinas 3 Habitaciones 1 Nivel,"CASA DE CAMPO MUY AMPLIA EN COTO!!! Terraza con barra, bardeada y techada, cocineta y 2 medios baños, bodeguita para tiliches, cochera para varios autos, la casa cuenta con sala con cúpula grande, comedor, cocina integral con barra de granito, 3 recámaras con clóset, la principal con baño y otro baño compartido, área de lavado techada y alberca, techos de bóveda catalana en todo el inmueble. Coto con pozo artesano y áreas comunes. Se pagan $5,500.00 anualmente de mantenimiento. !IMPORTANTE, SE PUEDE VENDER POR SEPARADO LA CASA O EL TERRENO, HACIENDO UN PROCESO DE SUBDIVISON!! WIG: pp6gbd0",Casa Administraciones,5R2JIP,143441665,,1464.0,942.0,2.0,6.0,3.0,2.0,14,Alberca; Niveles construidos : 1; Cocina integral; Estado de conservación : Bueno,Desconocido,Desconocido,Desconocido,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.446686,20.833364,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cas-005M-115_03-03-02_Flore-00000-00000,Inm24,Desconocido,01/09/2025,Cas,115.0,3.0,2.0,Ven,5000000.0,1700.0,"CIRCUITO A LA CANTERA SUR ,  Colinas de Tesistán, Zapopan","https://maps.google.com/maps/api/staticmap?center=null,null&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=mYiGu6UaK7XB4LynlBwp4TdKpuc=&channel=rpfic-i24",Hermosa Casa en Venta La Cantera Sur,"Hermosa casa en venta en coto privado, con casa club,, diferentes amenidades, cerca de avenidas de importancia. PLANTA BAJA: Cochera para 2 autos. Sala - Comedor. Cocina integral con barra y amplia isla con cubierta de cuarzo. Bodega. 1/2 Baño. Terraza. PLANTA ALTA: Recámara Principal con baño completo y vestidor. 2 Recámaras secundarias con closet y comparten baño completo. TERCER NIVEL: Roof Garden. Tarja Área de lavado. 1/2 Baño.",Flores Dupont,6117NI,146644008,93.0,177.0,115.0,2.0,2.0,3.0,2.0,0,Alberca; Terraza; Cocina integral; Closet,Servicios básicos (agua/luz),Desconocido,Desconocido,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,Desconocido,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cas-008M-309_03-04-02_Tratt-10344-20579,Inm24,Desconocido,01/09/2025,Cas,309.0,3.0,2.0,Ven,8950000.0,,"Calle Blvd. Prol. Mariano Otero 1501, Nueva Galicia, La Tijera, La Tijera, Jal.,  Nueva Galicia, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.579629700000000,-103.447195100000000&zoom=16&markers=20.579629700000000,-103.447195100000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=qESjB1nerltUp1EaqTLfiYXdIoQ=&channel=rpfic-i24",Casa en Venta Dentro de Coto Coruña - Nueva Galicia,"Hermosa casa lista para estrenar, en uno de los mejores Condominios de Nueva Galicia, se encuentra en el Coto Coruña. La Distribución es la siguiente: Planta Baja: Dos estacionamientos, Estudio u oficina, baño completo, Increíble Cocina integral, sala y comedor, y un jardín posterior con acceso lateral. Planta Alta: un distribuidor / Family Room, y tres recámaras, la principal con balcón, un vestidor súper amplio, y baño completo con doble ovalín. Las otras dos recámaras tienen baño completo y vestidor cada una.",Tratto Grupo Inmobiliario,619JAB,146870411,68.0,285.0,309.0,4.0,2.0,3.0,,0,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.447195,20.57963,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cas-001M-091_03-01-00_Blueh-10335-20607,Inm24,Desconocido,01/09/2025,Cas,91.0,3.0,,Ven,1800000.0,,"Pedro Centurion #,  Miravalle, Guadalajara","https://maps.google.com/maps/api/staticmap?center=20.607211600000000,-103.350321500000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=_J7rf_-zDHNUegip5sWHW_9CK7E=&channel=rpfic-i24",Casa en Venta en La Colonia Miravalle Guadalajara Jal,CARACTERÍSTICAS PRINCIPALES - 3 recámaras amplias y cómodas - 1 baño completo y 1 medio baño para invitados - Cocina integral - 2 pisos Esta casa se encuentra ubicada cerca del Mercado Tablitas y un banco.,Bluehouse,615TF5,146771555,77.0,72.0,91.0,1.0,,3.0,1.0,25,Desconocido,Desconocido,Desconocido,Desconocido,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.350322,20.607212,1.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Cas-009M-245_04-05-02_Urban-10347-20729,Inm24,Desconocido,01/09/2025,Cas,245.0,4.0,2.0,Ven,9190000.0,,"Altanza,  Fraccionamiento Solares, Zapopan","https://maps.google.com/maps/api/staticmap?center=20.729847031282564,-103.474260962426740&zoom=16&markers=20.729847031282564,-103.474260962426740&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=lgEu9RYlVcefZP3YS7nSJuQIY8o=&channel=rpfic-i24",Casa a Estrenar Coto Altanza 4 Rec + Estudio + Rood Garden,"Casa a estrenar en coto Altanza zona Solares. Precio $9,190,000 MN Terreno 144.3m2 Construcción 245m2 Planta baja: Sala Comedor Cocina integral con barra de cuarzo blanco Estudio o cuarta recamara 1 baño completo Cuarto de lavado Cochera para dos autos semitechada Area jardinada frontal Terraza trasera Planta alta: Distribuidor 2 recamaras con closet vestidor, balcon y baño completo Recamara principal con balcón, amplio closet vestidor, baño completo (area de regadera y w.c. independientes) doble ovalin con cubierta de mármol *Preparacion para minisplit en las 4 recamaras* Roof garden (3er nivel) Cuarto flexible (o quinta recámara) Baño completo Terraza cubierta Terraza abierta Area de servicios C344",Urbania Inmobiliaria,60TCPF,146594565,98.0,144.0,245.0,5.0,2.0,4.0,,0,Caseta de guardia; Terraza; Cuartos de servicio; Niveles construidos : 3; Cocina integral,Area de lavandería; Seguridad privada,Estudio,Balcón(es) : 1,Inm24_Gdl_Ven_Cas_Sep25_01.csv,sep-25,,-103.474261,20.729847,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
